"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Gender","UKRN","timepoint","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","crisis_aware_Completed","crisis_learnt_Completed","crisis_explain_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed"
76,"UKRN08","Full-time","Yes","Year 2",4,"Psychology with Criminology","Female","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
170,"UKRN08","Full-time","No","Year 1",4,"Psychology with Foundation Year","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
91,"UKRN01","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
68,"UKRN08","Full-time","No","Year 1",3,"Criminology with psychology ","female","UKRN",2,0,NA,NA,0,1,1,1,0,1,1,1,1
13,"UKRN08","Full-time","No","Year 2",3,"BSc(Hons) Psychology","Male","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
171,"UKRN01","Full-time","Yes","Year 2",4,"UG Psychology","Female","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
11,"UKRN01","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
169,"UKRN08","Full-time","Yes","Year 2",3,"Psychology ","MALE","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
39,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
21,"UKRN08","Full-time","Yes","Year 2",3,"Psychology with Criminology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
117,"UKRN01","Full-time","Yes","Year 1",4,"Psychology BSc ","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
110,"UKRN08","Full-time","No","Year 2",3,"psychology ","female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
65,"UKRN08","Full-time","Other (Please specify)","Year 1",3,"(BSc) Psychology","Female","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
160,"UKRN01","Full-time","Yes","Year 1",4,"Psychology BSc","Female","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
118,"UKRN01","Full-time","Other (Please specify)","Year 1",3,"psychology","male","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
351,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
215,"UKRN01","Full-time","Yes","Year 2",4,"BSc Psychology ","Female","UKRN",2,1,1,0,0,1,1,1,1,1,1,1,1
155,"UKRN08","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
74,"UKRN01","Full-time","Yes","Year 1",4,"Psychology BSc","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
142,"UKRN08","Full-time","No","Year 2",3,"psychology with criminology","male","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
93,"UKRN08","Full-time","No","Year 1",3,"Criminology and psychology ","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
132,"UKRN08","Full-time","Yes","Year 1",4,"Psychology BSc (Hons)","Female","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
184,"UKRN01","Full-time","Yes","Year 2",3,"psychology","male","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
53,"UKRN08","Full-time","Yes","Year 2",4,"Psychology Single Honours (BSc) ","Male","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
167,"UKRN01","Full-time","Yes","Year 1",4,"Psychology ","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
56,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
405,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,0,0,0,0,1,1,1,1,1,1,1
107,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,0,NA,NA,0,1,1,1,0,1,1,1,1
37,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
4,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
121,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
207,"UKRN01","Full-time","Yes","Year 2",4,"BSc Psychology UG","Male","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
64,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology ","Female ","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
125,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
49,"UKRN08","Full-time","No","Year 1",3,"BSC Criminology with Psychology","Male","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
19,"UKRN08","Full-time","Yes","Year 2",4,"BSc Psychology","Female","UKRN",2,1,1,1,0,0,0,1,1,1,1,1,1
141,"UKRN08","Full-time","No","Year 2",2,"Psychology with Criminology","Female","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
61,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
109,"UKRN08","Full-time","No","Year 2",3,"Psychology","Male","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
149,"UKRN08","Full-time","No","Year 1",4,"Psychology with Criminology Foundation Year ","Male ","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
319,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
157,"UKRN08","Full-time","No","Year 1",3,"Criminology with psychology","female","UKRN",2,1,1,0,0,0,0,1,1,1,1,1,1
14,"UKRN08","Full-time","Yes","Year 2",3,"Psychology with Criminology","Female","UKRN",2,1,1,0,1,0,0,1,1,1,1,1,1
89,"UKRN01","Full-time","Yes","Year 2",4,"Psychology BSc (Hons)","Female","UKRN",2,1,0,0,0,1,1,1,1,1,1,1,1
373,"UKRN04","Full-time","No","Year 2",3,"BSc Criminology and Psychology","Female","UKRN",2,0,NA,NA,1,1,1,1,0,1,1,1,1
73,"UKRN08","Full-time","No","Year 1",4,"Criminology with Psychology (with foundation year)","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
316,"UKRN01","Full-time","No","Year 1",3,"Psychology BSc","Male","UKRN",2,1,0,0,1,0,1,1,1,1,1,1,1
69,"UKRN08","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
17,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,1,1,0,1,0,1,1,1,1,1,1,1
98,"UKRN08","Full-time","Yes","Year 2",4,"Psychology BSc","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
120,"UKRN01","Full-time","Yes","Year 2",4,"BSc Psychology","Female","UKRN",2,1,0,0,0,0,1,1,1,1,1,1,1
222,"UKRN01","Full-time","Yes","Year 2",4,"Psychology ","Female","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
97,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Male","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
162,"UKRN08","Full-time","No","Year 1",1,"Criminology and Psychology ","Female ","UKRN",2,1,1,NA,0,0,0,1,1,1,1,1,1
106,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
126,"UKRN08","Full-time","No","Year 2",3,"Psychology with criminology","female","UKRN",2,0,NA,NA,0,1,1,1,0,1,1,1,1
96,"UKRN08","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
143,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology","female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
111,"UKRN08","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
359,"UKRN04","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
137,"UKRN08","Full-time","Yes","Year 1",4,"Criminology with Psychology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
320,"UKRN01","Full-time","Yes","Year 2",3,"Psychology","Male","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
448,"UKRN04","Full-time","No","Year 1",3,"Criminology and Psychology","F","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
165,"UKRN08","Full-time","No","Year 2",3,"psychology with criminology","female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
23,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Male","UKRN",2,1,1,NA,0,1,1,1,1,1,1,1,1
101,"UKRN08","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
81,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
153,"UKRN08","Full-time","Yes","Year 2",3,"Psychology with criminology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
166,"UKRN01","Full-time","Yes","Year 1",4,"Psychology BSc","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
116,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
115,"UKRN08","Full-time","Yes","Year 1",4,"Psychology with Foundation year","Female","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
262,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Male","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
209,"UKRN01","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,0,0,0,1,1,1,1,1,1,1,1
144,"UKRN08","Full-time","No","Year 1",4,"Psychology with Criminology","Female","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
135,"UKRN01","Full-time","Yes","Year 2",3,"Psychology","Female","UKRN",2,1,0,0,0,0,1,1,1,1,1,1,1
378,"UKRN04","Full-time","No","Year 2",3,"Psychology","Male","UKRN",2,1,1,1,1,0,1,1,1,1,1,1,1
108,"UKRN08","Full-time","Yes","Year 2",4,"Psychology Bsc","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
391,"UKRN01","Full-time","Yes","Year 2",4,"BSc Hons Psychology","male","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
44,"UKRN08","Full-time","Yes","Year 2",3,"Psychology Bsc","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
172,"UKRN08","Full-time","Yes","Year 1",4,"Single Hons Psychology","Woman","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
164,"UKRN08","Full-time","No","Year 2",3,"psychology bsc","female","UKRN",2,1,1,0,0,1,1,1,1,1,1,1,1
48,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
94,"UKRN08","Full-time","Yes","Year 2",3,"Psychology with Criminology","Male","UKRN",2,1,1,1,0,0,0,1,1,1,1,1,1
83,"UKRN08","Full-time","Yes","Year 2",3,"Psychology with Criminology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
361,"UKRN04","Full-time","No","Year 1",3,"Bsc Psychology ","Male ","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
105,"UKRN08","Full-time","Yes","Year 1",4,"Psychology BSc","Female ","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
100,"UKRN08","Full-time","Yes","Year 2",3,"psychology","female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
140,"UKRN08","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
173,"UKRN01","Full-time","No","Year 1",3,"Psychology","female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
41,"UKRN08","Full-time","No","Year 1",4,"PSYCHOLOGY ","female ","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
211,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,0,1,0,0,0,1,1,1,1,1,1
38,"UKRN01","Full-time","Yes","Year 1",4,"psychology","female","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
51,"UKRN08","Full-time","Yes","Year 2",4,"pscyhology","female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
114,"UKRN08","Full-time","Yes","Year 2",3,"Bsc Psychology ","Female ","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
71,"UKRN08","Full-time","Yes","Year 1",4,"Psychology","Female ","UKRN",2,1,1,0,1,1,1,1,1,1,1,1,1
344,"UKRN04","Full-time","Yes","Year 2",3,"Psychology ","Male","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
99,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
190,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,1,1,1,1,0,1,1,1,1,1,1,1
221,"UKRN01","Full-time","Yes","Year 1",4,"Psychology Bsc","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
128,"UKRN08","Full-time","Yes","Year 1",4,"Psychology with Criminology Foundation ","Female","UKRN",2,1,1,0,0,0,1,1,1,1,1,1,1
75,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
119,"UKRN01","Full-time","Yes","Year 2",4,"Bsc Psychology (Hons)","Female ","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
88,"UKRN01","Full-time","Yes","Year 2",4,"Psychology BSc","female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
175,"UKRN01","Full-time","Yes","Year 2",4,"Psychology BSc","Male","UKRN",2,1,0,0,0,1,1,1,1,1,1,1,1
25,"UKRN01","Full-time","Yes","Year 2",4,"BSc Psychology","Female","UKRN",2,1,1,0,1,0,1,1,1,1,1,1,1
265,"UKRN01","Full-time","Yes","Year 1",3,"Psychology ","Female ","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
188,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,1,1,1,1,1,1,1,1,1,1
92,"UKRN01","Full-time","Yes","Year 2",4,"Psychology ","Female ","UKRN",2,0,NA,NA,1,0,1,1,0,1,1,1,1
104,"UKRN08","Full-time","No","Year 2",3,"Psychology","female","UKRN",2,1,1,0,0,0,0,1,1,1,1,1,1
180,"UKRN08","Full-time","Yes","Year 1",4,"BSc (Honours) Psychology","female","UKRN",2,1,1,0,0,1,1,1,1,1,1,1,1
267,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","female","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
67,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,0,NA,NA,0,0,1,1,0,1,1,1,1
340,"UKRN04","Full-time","No","Year 2",3,"BSc (hons) Psychology","Female","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
55,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,1,0,0,0,0,1,1,1,1,1,1,1
7,"UKRN01","Full-time","Other (Please specify)","Year 1",3,"Psychology Bsc","Female","UKRN",2,1,0,0,1,0,0,1,1,1,1,1,1
77,"UKRN08","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,1,0,0,1,1,1,1,1,1,1
145,"UKRN08","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,1,1,0,0,0,0,1,1,1,1,1,1
393,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Male","UKRN",2,0,NA,NA,0,0,0,1,0,1,1,1,1
82,"UKRN08","Full-time","No","Year 2",3,"Psychology (Hons)","Female","UKRN",2,1,1,1,0,1,1,1,1,1,1,1,1
318,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,0,NA,NA,0,1,1,1,0,1,1,1,1
3,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
4,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
5,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
6,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
7,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
8,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
9,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
10,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
11,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,0,1,1,1,1,1,1
12,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
13,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
14,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,0,1,1,1,1,1,1
15,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
16,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
17,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
18,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
19,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,0,0,0,0,1,1,1,1,1,1
20,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
21,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
22,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
23,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
24,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,1,0,1,1,1,1,1,1,1
25,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
26,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
27,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
28,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
29,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
30,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,1,1,1,1,0,1,1,1
31,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
32,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
33,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
34,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
35,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
36,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
37,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
38,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
39,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
40,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
41,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
42,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
43,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,0,1,1,1,1,1,1,1,1
44,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
45,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
46,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
47,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
48,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
49,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,0,1,1,1,1,1,1
50,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
51,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
52,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
53,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
54,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
55,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
56,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
57,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
58,"UKRN09",NA,NA,"Year 1",NA,NA,"3","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
59,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
60,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
61,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
62,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
63,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,1,1,1,0,1,1,1
64,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,0,1,1,1,1,1,1,1
65,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
66,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
67,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
68,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
69,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
70,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
71,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
72,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
73,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,0,1,1,1,1,1,1
74,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,0,1,1,1,1,1,1
75,"UKRN09",NA,NA,"Year 1",NA,NA,"3","UKRN",3,0,0,NA,1,1,0,1,1,0,1,1,1
76,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
78,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
79,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
82,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
83,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,0,1,1,1,1,1,1
84,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
85,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,1,0,1,1,1,1,1,1,1
90,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
91,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
92,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
93,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
94,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
95,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
96,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
97,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
98,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
99,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
100,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
101,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
102,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,0,1,1,1,1,1,1
