"applicability","applicability_Completed","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Awareness_Completed","Awareness_Score_Total","comments","Course_Duration","Course_Name","crisis_aware","crisis_aware_Completed","crisis_explain","crisis_explain_Completed","crisis_learnt","crisis_learnt_Completed","Current_Year","Duration_Seconds","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Experience_Completed","Experience_Score_Total","Finished","Full_Part","Gender","ID","include","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","Knowledge_Completed","Knowledge_Score_Mean","Knowledge_Score_Total","os_explain","os_explain_Completed","os_learnt","os_learnt_Completed","Perception_1","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_Completed","Perception_Score_Mean","Perception_Score_Total","Progress","PTY","PTY_Other","timepoint","UKRN","understanding_crisis","Uni"
1,1,1,0,1,1,0,0,0,1,1,4,"",3,"Psychology",1,1,1,1,1,1,"Year 1",1308,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",359,1,1,1,2,2,2,2,2,0,1,1.5,12,1,1,1,1,2,1,2,2,2,1,0,1,2,2,2,0,1,1,0,2,1,1.3125,21,100,"No","",2,"UKRN","Researchers claiming to have found significant results that arenâ€™t replicable or reproducible due to using QRPs - leading to lots of untrue/inaccurate information.","UKRN04"
1,1,0,0,1,0,0,0,0,1,1,2,"",4,"Criminology with Psychology",1,1,0,1,1,1,"Year 1",585,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",137,1,-1,-1,1,0,-1,1,0,0,1,-0.125,-1,0,1,0,1,1,-2,1,-1,1,-1,0,1,2,-1,-2,0,-1,0,-1,2,1,-0.0625,-1,100,"Yes","",2,"UKRN","The replication crisis refers to the growing belief that the results of many scientific studies cannot be reproduced and are thus likely to be wrong","UKRN08"
1,1,1,1,0,0,0,0,0,1,1,3,"",3,"Psychology",1,1,1,1,1,1,"Year 2",1179,0,0,1,0,0,1,0,0,1,2,1,"Full-time","Male",320,1,2,2,2,1,-1,-1,1,2,1,1,8,0,1,0,1,2,-2,1,2,1,2,-1,-1,2,2,2,2,2,1,1,-2,1,0.875,14,100,"Yes","",2,"UKRN","A phenomenon across psychological research concerning whether the results of studies that formed the basis of many influential theories could actually be replicated ","UKRN01"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"Criminology and Psychology",1,1,0,1,1,1,"Year 1",3579,0,0,0,0,0,0,0,0,1,0,1,"Full-time","F",448,1,2,2,2,2,1,2,2,2,1,1.875,15,1,1,1,1,1,-1,1,1,-1,0,0,1,1,0,1,1,1,1,1,-1,1,0.4375,7,100,"No","",2,"UKRN","when scientists cannot duplicate a study","UKRN04"
1,1,1,1,0,1,0,0,0,0,1,3,"",3,"psychology with criminology",1,1,1,1,1,1,"Year 2",870,0,0,1,0,1,1,1,1,1,5,1,"Full-time","female",165,1,2,1,1,1,1,2,0,2,1,1.25,10,0,1,0,1,2,1,1,2,-1,1,1,1,2,1,-1,2,2,2,2,2,1,1.25,20,100,"No","",2,"UKRN","the crisis means the difficulty to replicate the same studies resulting in the same data ","UKRN08"
1,1,1,0,1,1,0,1,1,1,1,6,"",3,"Psychology",1,1,NA,1,1,1,"Year 2",4184,0,0,1,0,0,0,0,1,1,2,1,"Full-time","Male",23,1,1,1,1,1,-1,1,1,1,1,0.75,6,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.375,6,100,"Yes","",2,"UKRN","","UKRN08"
1,1,1,1,0,1,1,0,1,0,1,5,"",3,"Psychology",1,1,0,1,1,1,"Year 1",814,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",101,1,2,2,-2,-2,1,1,2,2,1,0.75,6,0,1,0,1,1,-2,-1,2,1,2,0,-2,2,1,1,0,2,-2,-2,1,1,0.25,4,100,"No","",2,"UKRN","I am glad that now there are ways to check if paper is correct and that researchers did not cheated","UKRN08"
1,1,0,0,1,1,0,0,0,1,1,3,"",3,"Psychology",1,1,1,1,1,1,"Year 2",170520,0,0,1,0,0,0,0,1,1,2,1,"Full-time","Female",81,1,2,1,2,1,-1,0,1,1,1,0.875,7,0,1,0,1,2,-2,2,2,2,-1,0,-1,2,0,-2,0,0,1,1,-1,1,0.3125,5,100,"Yes","",2,"UKRN","A lot of studies that originally found statistical significance and were published actually lacked reliability, and once they had been repeated the same results were not found.","UKRN08"
1,1,1,0,0,1,0,0,1,1,1,4,"",3,"Psychology with criminology",1,1,1,1,1,1,"Year 2",919,0,0,1,0,0,1,0,0,1,2,1,"Full-time","Female",153,1,1,1,1,0,-2,-1,2,1,1,0.375,3,0,1,0,1,1,-1,1,2,0,1,-2,-2,2,0,0,1,0,2,-1,1,1,0.3125,5,100,"Yes","",2,"UKRN","An issue which was found in many areas of research specifically psychology where researches replicated experiments to see if they have good replication and reproducible. previous successful studies with well known findings were likely to be incorrect  and not replicable or reproducible ","UKRN08"
1,1,0,0,0,1,0,1,0,1,1,3,"",4,"Psychology BSc",0,1,NA,1,NA,0,"Year 1",969,0,0,0,1,0,1,0,0,1,2,1,"Full-time","Female",166,1,2,1,1,-2,-2,0,1,1,1,0.25,2,0,1,0,1,2,-1,1,2,0,1,-2,-2,2,0,1,0,1,0,-1,2,1,0.375,6,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,0,1,1,0,1,1,1,1,6,"",3,"Psychology",1,1,1,1,1,1,"Year 2",988,0,0,1,1,0,1,1,1,1,5,1,"Full-time","Female",116,1,0,0,1,1,-1,1,1,1,1,0.5,4,1,1,1,1,1,1,2,2,2,-1,1,-2,1,-1,-1,1,1,1,1,1,1,0.625,10,100,"Yes","",2,"UKRN","difficulty reproducing studies and results ","UKRN08"
0,1,1,1,1,0,0,1,0,1,1,5,"",4,"Psychology with Foundation year",0,1,NA,1,NA,0,"Year 1",2666,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",115,1,1,1,-1,-1,-1,-1,1,-1,1,-0.25,-2,0,1,0,1,2,1,-1,2,-1,-1,1,1,2,1,1,-1,-1,-1,-2,2,1,0.3125,5,100,"Yes","",2,"UKRN","","UKRN08"
1,1,1,0,1,0,1,0,1,1,1,5,"Regarding the payment for access to research journals: students should not have to pay for this information, but the researchers still need to be paid somehow. Universities, as establishments, should contirbute money towards journals and publishers that they get their research from, but should be able to provide it free of charge. ",4,"Psychology",1,1,1,1,1,1,"Year 2",713,0,0,1,0,0,0,1,1,1,3,1,"Full-time","Male",262,1,2,0,2,-1,-1,1,2,1,1,0.75,6,0,1,0,1,2,2,2,2,2,1,-1,-1,2,2,-2,2,2,2,-1,2,1,1.125,18,100,"Yes","",2,"UKRN","The fact that a large amount of our scientific literature, specifically that of the 20th century, is not replicable. When we attempt to replicate the findings, we either fail or find contary findings entirely. ","UKRN01"
1,1,1,0,1,0,1,1,1,1,1,6,"",3,"Psychology",1,1,0,1,0,1,"Year 2",1708,0,1,0,1,0,0,0,0,1,2,1,"Full-time","Female",209,1,1,1,2,-1,-1,1,1,1,1,0.625,5,0,1,1,1,2,-1,1,1,0,-1,0,-1,1,1,1,1,1,1,1,1,1,0.5625,9,100,"No","",2,"UKRN","Issues raised by lack of replication","UKRN01"
0,1,0,0,1,0,1,1,1,1,1,5,"",4,"Psychology with Criminology",0,1,NA,1,NA,0,"Year 1",740,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",144,1,-1,-1,1,0,0,1,0,-1,1,-0.125,-1,0,1,0,1,1,1,2,0,0,-1,0,1,0,1,1,0,1,2,2,1,1,0.75,12,100,"No","",2,"UKRN","","UKRN08"
1,1,1,1,0,1,1,0,0,0,1,4,"",3,"Psychology",1,1,0,1,0,1,"Year 2",1008,0,0,1,0,0,1,1,1,1,4,1,"Full-time","Female",135,1,1,-1,1,-1,-1,-1,-1,1,1,-0.25,-2,0,1,0,1,1,-1,0,2,0,2,0,-1,2,0,1,-1,0,0,-1,-2,1,0.125,2,100,"Yes","",2,"UKRN","problems when it comes to replicating studies","UKRN01"
1,1,1,1,1,0,0,1,0,1,1,5,"",3,"Psychology",1,1,1,1,1,1,"Year 2",848,1,0,1,0,0,1,0,0,1,3,1,"Full-time","Male",378,1,1,0,1,-2,-1,-1,1,1,1,0,0,1,1,0,1,1,1,1,2,1,2,-1,-1,1,0,1,0,0,2,2,1,1,0.8125,13,100,"No","",2,"UKRN","Its an issue where studies have not been able to be replicated because the original study is not available to everybody.","UKRN04"
1,1,0,0,0,1,1,0,1,1,1,4,"",4,"Psychology Bsc",1,1,1,1,1,1,"Year 2",1585,0,0,1,0,0,1,0,0,1,2,1,"Full-time","Female",108,1,1,1,1,1,0,1,1,1,1,0.875,7,1,1,1,1,2,0,0,2,2,2,1,1,1,1,1,0,-1,2,1,2,1,1.0625,17,100,"Yes","",2,"UKRN","Not being able to get the same or similar results from previous studies. ","UKRN08"
1,1,1,1,0,1,1,0,1,1,1,6,"",4,"BSc Hons Psychology",1,1,0,1,1,1,"Year 2",2070,0,0,1,0,0,1,0,0,1,2,1,"Full-time","male",391,1,1,1,0,-1,-1,0,1,0,1,0.125,1,0,1,0,1,1,1,1,0,1,-1,-1,-1,0,1,1,1,0,1,1,1,1,0.4375,7,100,"Yes","",2,"UKRN","replication crisis when they found many methodological studies were difficult to replicate and reproduce ","UKRN01"
1,1,0,1,0,1,1,0,1,1,1,5,"",3,"Psychology Bsc",1,1,1,1,1,1,"Year 2",2076,1,0,1,0,0,1,0,0,1,3,1,"Full-time","Female",44,1,1,0,0,1,-2,1,2,2,1,0.625,5,1,1,1,1,1,2,1,2,2,2,-2,-1,2,0,2,1,0,1,0,-1,1,0.75,12,100,"Yes","",2,"UKRN","The inability to replicate or reproduce results from a previous study when following the same or similar procedures.","UKRN08"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"Single Hons Psychology",1,1,1,1,1,1,"Year 1",1989,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Woman",172,1,2,1,1,-1,-1,1,1,1,1,0.625,5,0,1,0,1,1,-1,2,2,0,-1,-1,-1,1,1,-1,1,0,1,-1,-1,1,0.125,2,100,"Yes","",2,"UKRN","The replication crisis is a crisis in psychology where research studies are being replicated but have coming out with different outcomes therefore there is something wrong with the original study ","UKRN08"
1,1,1,0,1,1,1,1,1,1,1,7,"",3,"psychology bsc",1,1,0,1,1,1,"Year 2",642,0,1,0,0,0,0,0,0,1,1,1,"Full-time","female",164,1,1,1,-1,-1,0,0,1,1,1,0.25,2,0,1,1,1,2,0,2,2,1,-1,-1,-1,1,1,0,2,2,0,0,1,1,0.6875,11,100,"No","",2,"UKRN","many psychology studies cannot be replicated","UKRN08"
1,1,1,1,0,1,1,1,0,1,1,6,"",3,"Psychology",1,1,1,1,1,1,"Year 2",787,0,0,1,0,0,0,0,0,1,1,1,"Full-time","Female",48,1,1,1,2,2,0,1,1,1,1,1.125,9,0,1,1,1,1,1,1,2,1,-1,-1,-1,1,1,2,1,1,2,2,2,1,0.9375,15,100,"No","",2,"UKRN","The crisis in which traditional studies were repeated and the results were not replicable. ","UKRN08"
0,1,1,0,1,0,0,0,0,1,1,3,"",3,"Psychology with Criminology",1,1,1,1,1,1,"Year 2",820,0,0,1,0,0,0,0,0,1,1,1,"Full-time","Male",94,1,-1,0,0,1,-1,1,2,0,1,0.25,2,0,1,0,1,2,0,1,2,2,-1,0,-1,2,1,0,1,1,1,0,1,1,0.75,12,100,"Yes","",2,"UKRN","many studies are difficult to replicate and so the results may not be reliable","UKRN08"
1,1,0,0,1,1,0,1,0,1,1,4,"",3,"Psychology with Criminology",1,1,0,1,1,1,"Year 2",1409,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",83,1,-2,2,0,0,-1,-2,2,1,1,0,0,0,1,0,1,2,0,2,2,0,2,-1,0,2,1,2,1,1,1,0,2,1,1.0625,17,100,"Yes","",2,"UKRN","It is a problem encountered by several different study fields. In psychology most notably social psychology where famous studies were found to not be replicable. For a study to be scientifically valid it needs to be able to be questioned and reproduced because if it can't how can science go forward.","UKRN08"
1,1,1,0,1,1,1,1,0,1,1,6,"",3,"Bsc Psychology ",1,1,1,1,1,1,"Year 1",969,1,0,1,0,0,1,0,1,1,4,1,"Full-time","Male ",361,1,-2,1,-2,-2,-2,-1,2,2,1,-0.5,-4,1,1,1,1,2,-1,2,2,2,2,-1,-1,1,1,1,2,2,2,1,2,1,1.1875,19,100,"No","",2,"UKRN","The studies that have purposely or accidentally used QRP's and as a result lots of replication studies are showing different results to the original findings.","UKRN04"
1,1,1,0,0,0,0,1,0,1,1,3,"",4,"Psychology BSc",1,1,1,1,1,1,"Year 1",1342,0,0,0,0,0,0,0,1,1,1,1,"Full-time","Female ",105,1,1,2,-1,-1,-2,-1,1,1,1,0,0,1,1,1,1,2,-2,1,2,1,0,0,0,2,2,0,1,0,2,1,2,1,0.875,14,100,"Yes","",2,"UKRN","The replication crisis refers to psychological research not being able to produce consistent results. Due to researchers manipulation of method analysis ect.","UKRN08"
1,1,1,0,1,1,0,0,0,1,1,4,"no",3,"psychology",1,1,1,1,1,1,"Year 2",1230,0,0,0,0,0,0,0,0,1,0,1,"Full-time","female",100,1,2,1,-1,0,-2,-2,2,1,1,0.125,1,1,1,1,1,2,1,2,2,1,1,-2,-2,2,-1,0,0,2,-1,2,-1,1,0.5,8,100,"Yes","",2,"UKRN","the current phenomenon in science and social sciences where research with significant results cannot be reproduced with similar and/or similar results.","UKRN08"
1,1,0,0,1,1,0,0,0,1,1,3,"",4,"Psychology",1,1,1,1,1,1,"Year 1",1142,1,1,0,0,1,1,1,0,1,5,1,"Full-time","Female",140,1,2,2,1,2,-2,-2,2,2,1,0.875,7,1,1,1,1,2,-2,2,2,2,2,-2,-2,2,0,2,2,2,-1,1,2,1,0.875,14,100,"Yes","",2,"UKRN","The inability for researchers to replicate findings from studies before and/or get findings that do replicate or don't replicate published in scientific journals.","UKRN08"
1,1,1,0,1,0,0,1,0,1,1,4,"",3,"Psychology",0,1,NA,1,NA,0,"Year 1",696,0,0,0,0,0,1,0,0,1,1,1,"Full-time","female",173,1,0,1,1,0,0,0,1,1,1,0.5,4,0,1,0,1,2,1,1,1,1,1,0,0,0,0,1,2,1,2,2,1,1,1,16,100,"No","",2,"UKRN","","UKRN01"
0,1,0,0,0,0,0,0,0,1,1,1,"",4,"PSYCHOLOGY ",0,1,NA,1,NA,0,"Year 1",992,0,0,0,0,0,0,0,0,1,0,1,"Full-time","female ",41,1,0,0,-1,-1,-1,-1,-1,1,1,-0.5,-4,0,1,0,1,1,0,-1,1,-1,-1,-1,-1,1,0,0,0,1,1,-1,0,1,-0.0625,-1,100,"No","",2,"UKRN","","UKRN08"
0,1,1,0,1,1,1,0,1,1,1,6,"n/a",4,"Psychology",1,1,1,1,0,1,"Year 2",721,0,0,0,0,0,0,1,1,1,2,1,"Full-time","Female",211,1,2,1,1,-1,-1,1,0,1,1,0.5,4,0,1,0,1,2,-2,1,2,1,-1,-1,-2,-1,2,1,0,1,0,-1,1,1,0.1875,3,100,"Yes","",2,"UKRN","Replicating a study and not getting the same results as the previous study","UKRN01"
0,1,1,1,1,1,1,0,1,1,1,7,"",4,"psychology",0,1,NA,1,NA,0,"Year 1",851,0,0,0,0,0,1,0,0,1,1,1,"Full-time","female",38,1,1,1,1,0,1,1,1,1,1,0.875,7,0,1,0,1,2,-2,2,1,1,-1,-1,-1,1,0,-1,2,0,2,2,0,1,0.4375,7,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,0,1,1,0,1,1,1,1,6,"",4,"pscyhology",1,1,1,1,1,1,"Year 2",3423,0,0,0,0,0,0,0,0,1,0,1,"Full-time","female",51,1,2,2,2,1,-1,-1,2,2,1,1.125,9,1,1,1,1,2,1,2,2,2,2,1,-2,2,1,1,2,1,-1,1,0,1,1.0625,17,100,"Yes","",2,"UKRN","in psychology, the replication/ reproducibility crisis represents the inability to replicate a study that shows the same effects as previous ones","UKRN08"
1,1,1,1,1,1,0,1,1,1,1,7,"",3,"Bsc Psychology ",1,1,0,1,1,1,"Year 2",1216,1,0,1,0,0,1,1,1,1,5,1,"Full-time","Female ",114,1,0,1,1,0,1,1,1,1,1,0.75,6,1,1,1,1,2,0,2,0,1,1,0,0,2,1,0,1,1,1,1,1,1,0.875,14,100,"Yes","",2,"UKRN","A current and ongoing crisis where many respected and published studies have been found to be impossible to replicate and unreliable. ","UKRN08"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"Psychology",1,1,0,1,1,1,"Year 1",899,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female ",71,1,2,0,-1,-2,-2,1,0,0,1,-0.25,-2,1,1,1,1,2,-2,1,2,1,-1,-1,-2,2,0,0,0,0,0,-1,1,1,0.125,2,100,"Yes","",2,"UKRN","when studies are not being successfully replicated ","UKRN08"
1,1,1,1,1,1,1,1,0,1,1,7,"",3,"Psychology ",1,1,0,1,1,1,"Year 2",1588,0,0,0,0,0,0,1,0,1,1,1,"Full-time","Male",344,1,2,0,-1,1,-2,-1,1,1,1,0.125,1,0,1,0,1,1,-1,2,2,0,1,-1,-1,2,1,2,1,1,0,0,0,1,0.625,10,100,"Yes","",2,"UKRN","The accuracy of published findings are questioned.","UKRN04"
1,1,1,0,1,0,0,0,0,0,1,2,"",3,"Psychology",1,1,0,1,1,1,"Year 2",1295,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",99,1,2,1,2,-1,-1,1,1,1,1,0.75,6,0,1,0,1,2,1,1,1,1,-1,0,-1,1,1,1,2,1,2,-1,2,1,0.8125,13,100,"No","",2,"UKRN","study replication failures of past findings ","UKRN08"
1,1,1,1,1,1,0,1,0,1,1,6,"",4,"Psychology",1,1,1,1,1,1,"Year 1",867,1,0,1,1,0,1,0,1,1,5,1,"Full-time","Female",190,1,-1,-1,0,-1,-2,-1,2,0,1,-0.5,-4,1,1,0,1,1,1,1,2,0,1,-2,-2,2,0,1,1,1,-1,-1,1,1,0.375,6,100,"Yes","",2,"UKRN","'-The inability to accurately replicate results of past studies, reducing reliability and confidence in drawn conclusions","UKRN01"
1,1,0,0,1,0,1,1,0,1,1,4,"",4,"Psychology Bsc",0,1,NA,1,NA,0,"Year 1",880,0,0,1,0,0,1,0,0,1,2,1,"Full-time","Female",221,1,1,0,1,-1,-1,0,1,0,1,0.125,1,0,1,0,1,2,1,1,2,1,1,-1,-1,1,1,0,1,0,1,-1,1,1,0.625,10,100,"Yes","",2,"UKRN","","UKRN01"
1,1,0,0,1,0,0,0,0,1,1,2,"Thank you refreshing my dusty memory",4,"Psychology with Criminology Foundation ",1,1,0,1,1,1,"Year 1",1445,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",128,1,1,1,-1,-1,-1,-1,0,0,1,-0.25,-2,0,1,0,1,1,-1,1,0,1,-1,0,-1,2,1,1,1,0,0,0,1,1,0.375,6,100,"Yes","",2,"UKRN","The replication crisis can be seen as the growing belief that the results from scientific studies cannot be replicated and therefore likely to be invalid.","UKRN08"
1,1,1,1,0,0,1,1,1,0,1,5,"",3,"Psychology",1,1,1,1,1,1,"Year 2",1619,0,0,1,1,0,0,0,1,1,3,1,"Full-time","Female",75,1,1,-1,-1,-1,0,0,1,-1,1,-0.25,-2,0,1,0,1,1,-1,2,2,1,-1,-1,1,1,0,-1,0,0,1,2,1,1,0.5,8,100,"Yes","",2,"UKRN","Results of scientific studies cannot be replicated and therefore are likely to be incorrect.","UKRN08"
1,1,0,0,0,0,0,0,1,0,1,1,"",4,"Bsc Psychology (Hons)",0,1,NA,1,NA,0,"Year 2",603,0,0,1,1,0,0,0,0,1,2,1,"Full-time","Female ",119,1,1,-1,1,-2,-2,0,1,1,1,-0.125,-1,0,1,0,1,1,1,1,1,0,1,0,-2,1,0,1,1,0,2,0,2,1,0.625,10,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,1,1,0,0,0,1,1,1,5,"",4,"Psychology BSc",0,1,NA,1,NA,0,"Year 2",899,0,0,1,0,0,0,0,1,1,2,1,"Full-time","female",88,1,-1,-1,1,-1,-1,0,1,1,1,-0.125,-1,0,1,0,1,2,-1,1,1,1,0,0,-1,1,0,-1,0,0,1,1,1,1,0.375,6,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"Psychology BSc",1,1,0,1,0,1,"Year 2",482,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Male",175,1,2,-2,1,0,1,1,2,-1,1,0.5,4,0,1,1,1,2,-2,2,2,2,-2,0,-2,2,2,-2,2,-2,2,0,1,1,0.4375,7,100,"Yes","",2,"UKRN","reproducing study data to check for its reliability ","UKRN01"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"BSc Psychology",1,1,0,1,1,1,"Year 2",788,0,0,1,0,0,0,0,0,1,1,1,"Full-time","Female",25,1,-2,-2,-1,-1,0,0,1,1,1,-0.5,-4,1,1,0,1,1,-2,1,1,1,0,0,-1,2,0,-2,-1,0,1,-1,-1,1,-0.0625,-1,100,"Yes","",2,"UKRN","The inability to reproduce/replicate previous study. ","UKRN01"
0,1,0,0,1,0,0,1,0,1,1,3,"",3,"Psychology ",0,1,NA,1,NA,0,"Year 1",771,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female ",265,1,2,-1,1,-1,-1,-1,1,1,1,0.125,1,0,1,0,1,1,-2,1,1,0,-1,-1,-1,2,1,1,0,1,1,1,-1,1,0.25,4,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,1,1,1,1,0,1,1,1,7,"",4,"Psychology",1,1,1,1,1,1,"Year 2",659,0,0,0,0,0,1,0,0,1,1,0,"Full-time","Female",188,1,2,1,1,1,1,1,1,1,1,1.125,9,1,1,1,1,1,1,1,1,0,1,-1,1,2,2,0,1,1,2,2,2,1,1.0625,17,98,"Yes","",2,"UKRN","Where researchers have struggled to relicate/ reproduce results and findings from previous researchers","UKRN01"
1,1,1,1,1,0,0,1,1,1,1,6,"",4,"Psychology ",0,1,NA,1,NA,0,"Year 2",774,0,0,1,0,0,1,0,0,1,2,1,"Full-time","Female ",92,1,1,1,1,0,-2,-1,0,1,1,0.125,1,1,1,0,1,2,-2,1,1,0,1,-1,-2,1,1,1,0,0,1,1,1,1,0.375,6,100,"Yes","",2,"UKRN","","UKRN01"
0,1,1,1,0,1,0,0,1,1,1,5,"",3,"Psychology",1,1,0,1,1,1,"Year 2",2590,0,0,1,0,1,1,0,0,1,3,1,"Full-time","female",104,1,1,1,-1,0,0,0,1,0,1,0.25,2,0,1,0,1,1,1,1,2,2,-1,0,2,1,0,1,-1,0,1,1,0,1,0.6875,11,100,"No","",2,"UKRN","refers to scientific studies which are difficult to replicate","UKRN08"
1,1,0,0,0,1,1,0,1,0,1,3,"",4,"BSc (Honours) Psychology",1,1,0,1,1,1,"Year 1",3602,0,0,1,0,0,1,0,1,1,3,1,"Full-time","female",180,1,1,0,1,-1,-1,-1,2,0,1,0.125,1,0,1,1,1,2,-1,2,2,1,-1,0,-1,1,0,1,1,0,0,0,-1,1,0.375,6,100,"Yes","",2,"UKRN","A crisis in which it has been found that a lot of scientific studies are difficult or even impossible to replicate/reproduce.","UKRN08"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"Psychology",1,1,1,1,1,1,"Year 2",982,1,0,1,1,1,1,1,1,1,7,1,"Full-time","female",267,1,1,1,1,-1,-1,1,-1,1,1,0.25,2,0,1,1,1,1,0,1,1,0,-1,-1,0,1,0,0,0,0,0,-1,1,1,0.125,2,100,"Yes","",2,"UKRN","Looks at the creditability of research and how research findings do not always replicate ,","UKRN01"
1,1,0,0,1,1,0,0,1,1,1,4,"no, good questions that make you think",4,"Psychology",0,1,NA,1,NA,0,"Year 2",1552,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",67,1,1,1,1,0,0,1,-1,1,1,0.5,4,0,1,0,1,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,0.875,14,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,1,1,1,0,1,0,1,1,6,"",3,"BSc (hons) Psychology",1,1,1,1,1,1,"Year 2",835,1,0,1,0,0,1,0,0,1,3,1,"Full-time","Female",340,1,2,2,2,1,-1,0,1,1,1,1,8,0,1,1,1,2,2,2,2,2,2,0,-1,2,2,2,1,1,2,1,1,1,1.4375,23,100,"No","",2,"UKRN","This issue that many studies from the past report significant findings but when an attempt to replicate the findings was carried out, no significant effect was found.","UKRN04"
1,1,0,0,1,1,0,1,0,1,1,4,"",4,"Psychology",1,1,0,1,0,1,"Year 1",1212,1,1,0,0,1,0,1,0,1,4,1,"Full-time","Female",55,1,1,-1,1,-2,2,1,1,1,1,0.5,4,0,1,0,1,2,2,1,2,0,1,-2,-2,1,-1,-1,-1,1,-1,-1,1,1,0.125,2,100,"Yes","",2,"UKRN","previous studies cannot be replicated","UKRN01"
0,1,1,1,1,0,0,1,0,1,1,5,"",3,"Psychology Bsc",1,1,0,1,0,1,"Year 1",1889,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",7,1,1,1,-1,0,1,1,2,0,1,0.625,5,1,1,0,1,2,-1,1,2,1,0,-1,0,2,1,1,0,1,0,-1,0,1,0.5,8,100,"Other (Please specify)","Optional",2,"UKRN","There has been great difficulty in reproducing psychological research that throws the reliability of such studies into question","UKRN01"
1,1,0,0,1,1,0,1,0,1,1,4,"",4,"Psychology",1,1,1,1,1,1,"Year 2",1209,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",77,1,1,-1,1,1,-2,-1,1,1,1,0.125,1,0,1,0,1,1,-2,-1,2,1,-1,-1,-1,1,1,-1,1,1,2,1,1,1,0.3125,5,100,"Yes","",2,"UKRN","Results can not be reproduced","UKRN08"
0,1,0,0,1,1,0,0,0,1,1,3,"",3,"Psychology",1,1,0,1,1,1,"Year 1",1005,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",145,1,2,1,1,0,-2,-1,1,1,1,0.375,3,0,1,0,1,2,1,1,2,1,2,-1,-1,2,1,2,1,1,2,1,1,1,1.125,18,100,"No","",2,"UKRN","There is an issue with replicating findings in research which suggests a problem with reliability","UKRN08"
0,1,0,0,1,0,0,0,0,1,1,2,"",4,"Psychology",0,1,NA,1,NA,0,"Year 1",456,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Male",393,1,2,2,2,2,-1,-1,2,2,1,1.25,10,0,1,0,1,2,2,2,2,2,-2,2,-2,2,2,2,2,2,2,2,2,1,1.5,24,100,"Yes","",2,"UKRN","","UKRN01"
1,1,1,0,1,0,0,0,0,1,1,3,"",3,"Psychology (Hons)",1,1,1,1,1,1,"Year 2",2055,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",82,1,2,2,1,1,-2,-2,2,1,1,0.625,5,0,1,1,1,2,-1,0,2,1,1,-1,-2,2,1,-1,1,1,1,2,1,1,0.625,10,100,"No","",2,"UKRN","The replication crisis refers to studies in Psychology producing non-replicable results possibly due to methodological issues. The inability to give similar results raises questions on the studies' reliability ","UKRN08"
1,1,1,1,0,0,0,0,1,1,1,4,"",4,"Psychology",0,1,NA,1,NA,0,"Year 1",1088,0,0,1,1,1,1,0,0,1,4,1,"Full-time","Female",318,1,-1,1,1,-2,-1,0,1,0,1,-0.125,-1,0,1,1,1,1,-2,1,2,1,-1,-1,-1,1,1,1,0,0,1,-1,1,1,0.25,4,100,"Yes","",2,"UKRN","","UKRN01"
