"ID","Progress","Uni","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Experience_Replication","Experience_Materials","Experience_Education","Experience_Access","Experience_Data","Experience_Power","Experience_Preregistration","Experience_Preprint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
235,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,0,1,0,0,1,0,-1,0,0,0,2,1,0,-1,-2,1,0,2,0,-1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,0.1875,4,0.5,8,1,0,0,NA,0,0,1,""
236,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,1,0,1,0,2,1,1,1,2,2,1,-1,-1,-2,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,0,1,10,0.625,2,0.25,NA,6,1,1,0,0,0,1,""
237,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,1,2,0,0,0,1,1,2,1,2,2,2,2,-1,-2,-2,0,-2,2,-2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,15,0.9375,-2,-0.25,8,5,1,1,0,0,0,1,""
240,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,-1,-1,1,2,1,-1,1,-1,1,-1,0,-1,0,-1,0,0,2,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-0.0625,8,1,8,6,0,0,NA,0,0,1,""
241,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,-1,1,1,-1,1,1,1,-1,-1,-1,1,2,-1,0,-1,-2,1,-1,1,-1,-2,-1,1,1,NA,NA,1,1,NA,1,NA,1,0,0,1,1,0,1,0,0,-1,-0.0625,-1,-0.125,NA,3,1,1,1,0,0,1,""
242,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,1,2,-1,-1,0,0,-1,0,0,0,-1,1,0,-1,-1,0,1,0,-2,0,-1,-1,0,0,NA,1,1,1,1,NA,1,NA,0,1,1,1,0,0,0,0,-2,-0.125,-3,-0.375,NA,3,0,0,NA,0,0,0,""
243,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,2,2,0,2,0,2,1,2,1,2,2,1,-1,-1,-2,2,0,2,-1,-2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,15,0.9375,5,0.625,8,5,1,0,0,1,0,1,"n/a"
244,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,-1,0,0,1,1,1,0,0,1,2,-1,1,-2,-1,-1,-2,-1,1,-1,1,1,-1,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,4,0.25,-3,-0.375,NA,1,0,0,NA,0,0,0,""
245,"76","UNI19","","Year 1","","","","2","Non-UKRN",3,2,2,2,2,2,1,2,1,2,2,0,1,0,-1,0,0,1,2,2,0,0,1,0,2,1,1,1,1,1,1,NA,1,0,0,0,0,0,0,0,0,18,1.125,8,1,NA,0,1,1,1,1,0,1,""
246,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,-1,1,1,1,1,1,1,-1,1,2,1,0,1,-1,-1,-1,-1,1,1,-2,-2,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,6,0.375,-2,-0.25,8,4,0,0,NA,0,0,0,""
247,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,1,1,0,1,0,1,0,0,0,1,0,1,-1,0,-1,-1,-1,1,0,-1,1,0,1,1,NA,1,1,1,1,NA,1,1,0,1,0,0,0,0,0,6,0.375,0,0,NA,2,1,0,0,0,0,1,""
248,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,0,1,1,1,0,1,1,2,1,2,2,0,2,-1,-1,1,1,1,1,-1,1,2,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,14,0.875,8,1,8,3,0,0,NA,0,0,1,""
267,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,1,1,0,0,0,2,0,1,2,1,-1,-2,-1,0,0,1,1,2,-1,0,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,7,0.4375,3,0.375,NA,2,0,0,NA,0,0,1,"No thank you"
268,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,2,1,1,1,1,2,1,1,1,2,1,1,-1,-2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,14,0.875,7,0.875,8,2,1,1,0,1,1,1,""
269,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,2,-1,2,2,1,1,2,2,0,-1,2,1,2,2,-1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,16,1,10,1.25,NA,5,1,1,1,1,1,1,""
270,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,1,2,1,1,0,-1,2,2,2,2,2,2,1,0,2,1,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,21,1.3125,12,1.5,8,5,1,1,1,1,1,1,""
271,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,0,2,1,1,1,0,1,1,2,1,2,0,1,0,-1,2,1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,13,0.8125,3,0.375,8,4,1,1,0,1,1,0,""
272,"100","UKRN06","","Year 1","","","","1","UKRN",3,1,0,1,-1,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,-1,0,-1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,4,0.25,-1,-0.125,8,5,1,0,0,1,1,1,"na"
273,"100","UKRN06","","Year 2","","","","1","UKRN",3,2,1,1,1,1,1,2,2,1,2,-1,2,-1,1,-1,-2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,12,0.75,6,0.75,8,2,1,1,1,0,0,1,""
274,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,-1,0,-1,2,-1,0,-1,1,2,2,-1,0,-1,-2,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,4,0.25,-6,-0.75,8,3,1,1,0,0,0,1,""
275,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,2,2,1,1,0,2,2,2,2,2,1,-1,-1,2,2,1,-1,-1,1,1,2,1,NA,1,NA,NA,1,NA,1,0,0,1,0,0,0,0,0,18,1.125,7,0.875,NA,1,1,0,0,1,1,1,""
276,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,2,1,1,1,2,1,2,2,1,1,0,1,-1,-1,2,1,1,-1,-2,0,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,16,1,3,0.375,NA,0,1,1,0,0,0,1,""
277,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,2,0,1,2,1,0,1,1,2,2,1,0,-1,1,1,1,1,-1,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,15,0.9375,6,0.75,8,5,1,1,1,0,0,1,""
278,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,2,2,2,2,2,2,2,-1,2,2,-2,-2,-1,2,2,2,0,-2,0,0,0,1,NA,1,NA,NA,1,NA,NA,0,0,1,0,0,1,0,0,18,1.125,4,0.5,NA,2,0,0,NA,0,0,0,""
279,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,2,1,0,0,-1,1,0,2,2,2,-2,0,-2,1,1,-2,-1,-1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,9,0.5625,-1,-0.125,8,4,0,0,NA,1,0,0,""
280,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,0,1,0,1,1,1,1,1,2,1,-1,0,0,1,-1,0,-2,0,1,2,0,1,NA,1,NA,1,NA,NA,1,0,0,1,0,1,0,0,1,10,0.625,1,0.125,NA,3,0,0,NA,0,0,1,""
281,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,2,1,1,2,1,-2,-2,2,2,2,2,-2,-2,1,1,1,-2,-2,-1,2,1,1,1,1,NA,NA,1,NA,1,1,0,1,0,0,1,1,0,11,0.6875,1,0.125,NA,4,1,0,1,1,0,1,""
282,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,2,1,1,1,1,-1,-1,2,2,2,-2,-2,-2,1,1,1,2,-2,1,2,1,1,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,1,10,0.625,7,0.875,NA,3,1,1,1,0,1,1,""
283,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,1,2,2,-1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,21,1.3125,11,1.375,8,7,1,1,1,1,1,1,"N/A"
284,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,2,2,2,2,2,2,2,2,2,0,-2,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,23,1.4375,2,0.25,8,3,0,0,NA,0,1,1,""
285,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,0,2,2,0,2,2,0,2,1,0,0,0,2,2,2,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,19,1.1875,9,1.125,8,6,1,1,0,0,0,1,""
286,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,2,1,0,0,2,0,2,1,0,2,1,1,-2,-1,1,1,1,2,-2,0,1,1,1,1,1,NA,NA,1,NA,1,1,0,0,0,0,0,0,0,12,0.75,5,0.625,NA,1,0,0,NA,0,1,1,""
287,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,-1,1,1,1,2,1,1,0,0,1,1,2,1,0,1,1,0,1,1,1,1,NA,1,1,1,0,0,1,0,0,0,1,0,11,0.6875,7,0.875,NA,2,0,0,NA,1,1,1,""
288,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,1,1,0,1,1,1,0,0,2,2,0,0,0,2,1,2,2,0,1,0,0,1,1,1,1,NA,NA,1,1,0,0,1,0,0,0,1,1,12,0.75,8,1,NA,3,1,1,1,0,1,1,""
289,"100","UKRN06","","Year 2","","","","2","UKRN",3,0,0,1,1,-2,0,1,-1,0,-1,-2,1,0,0,0,0,0,1,1,-2,1,-2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,-2,-0.125,2,0.25,8,5,0,0,NA,0,0,0,""
290,"100","UKRN06","","Year 1","","","","2","UKRN",3,0,1,1,1,1,0,2,1,1,1,0,2,0,-1,-1,-1,-1,1,2,0,-1,1,0,1,NA,1,1,NA,NA,1,1,1,1,0,0,0,0,1,1,1,8,0.5,3,0.375,NA,4,1,1,0,0,0,1,""
291,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,1,2,1,2,2,1,2,2,1,1,2,1,0,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,21,1.3125,10,1.25,8,3,1,1,0,0,1,1,""
292,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,2,-1,-1,2,2,1,1,0,2,1,-1,1,0,2,1,1,-2,0,0,1,1,NA,NA,1,NA,NA,1,NA,NA,0,0,0,0,0,1,0,0,12,0.75,4,0.5,NA,1,0,0,NA,0,0,1,""
293,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,0,1,0,1,0,1,1,2,1,1,-1,-1,-2,1,0,-1,-1,-2,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0.4375,-2,-0.25,8,0,1,0,0,0,1,1,""
294,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,1,2,1,1,2,1,1,-2,0,1,0,1,-1,-1,1,2,-1,0,-2,1,-1,1,NA,NA,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,11,0.6875,1,0.125,NA,0,1,1,0,0,0,1,""
295,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,2,1,2,1,1,0,1,0,1,1,1,-1,0,-1,2,1,-1,-1,-1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,11,0.6875,3,0.375,NA,5,1,1,1,0,0,1,""
296,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,0,0,-1,2,1,1,2,1,1,-1,-1,-1,-2,-1,-1,2,-1,-2,1,1,1,1,NA,1,1,NA,1,NA,1,0,0,1,1,0,1,0,0,5,0.3125,0,0,NA,3,1,0,0,0,0,0,""
297,"100","UKRN06","","Year 1","","","","1","UKRN",3,1,1,0,-1,1,0,1,0,-1,-1,-1,2,0,1,0,-1,2,1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,2,0.125,1,0.125,8,4,0,0,NA,0,0,1,""
298,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,1,-1,0,1,1,1,1,0,0,1,-1,-1,-1,-2,1,1,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,0.25,1,0.125,8,1,0,0,NA,1,1,0,""
299,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,1,1,1,-1,1,2,1,2,0,-1,1,1,0,-1,-1,1,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,10,0.625,3,0.375,NA,0,1,1,0,0,0,0,""
300,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,1,2,1,1,0,0,0,0,1,2,0,-1,-1,-2,2,1,1,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,0.5,0,0,8,2,1,0,0,0,0,1,""
301,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,1,2,2,0,0,2,2,2,2,2,2,2,-1,0,0,2,2,2,2,-1,2,2,0,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,1,1,20,1.25,11,1.375,NA,4,1,1,1,1,1,1,""
302,"100","UKRN06","","Year 1","","","","2","UKRN",3,-1,1,0,2,2,2,2,1,1,2,1,2,2,-1,-1,0,2,2,-1,-1,1,1,2,1,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,15,0.9375,7,0.875,NA,0,1,1,1,1,1,1,""
303,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,0,0,0,-1,-1,-2,-1,-2,0,1,2,0,1,1,1,-1,0,2,1,0,1,NA,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,1,0.0625,5,0.625,NA,0,0,0,NA,1,1,1,""
304,"100","UKRN06","","Year 2","","","","1","UKRN",3,1,1,1,2,1,1,2,0,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,22,1.375,12,1.5,8,7,1,1,1,1,1,1,""
305,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,2,2,1,2,0,0,2,2,1,2,0,0,-2,-2,2,1,-1,-2,-2,0,2,2,NA,1,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,13,0.8125,2,0.25,NA,0,0,0,NA,0,0,1,""
306,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,1,-1,1,2,2,1,-1,2,2,0,-1,0,1,1,-2,-2,-1,0,-1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13,0.8125,-3,-0.375,NA,0,0,0,NA,1,1,1,""
307,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,0,-1,1,1,0,-1,1,1,2,1,1,1,-2,-1,-1,-1,1,-1,-1,1,2,0,1,1,1,NA,1,1,1,1,1,0,0,0,0,0,0,0,7,0.4375,0,0,NA,1,1,0,1,0,1,1,""
308,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,0,1,2,0,1,1,-1,1,1,0,2,-1,1,-1,-1,-2,1,0,0,-1,0,2,-2,1,NA,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,8,0.5,-2,-0.25,NA,0,0,0,NA,0,1,0,""
309,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,0,1,1,0,1,1,-1,2,2,1,2,-2,1,-1,-1,2,0,2,-1,0,2,0,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,8,0.5,7,0.875,8,1,1,1,0,1,0,1,""
310,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,-1,1,1,1,0,0,0,-2,2,1,0,-2,-2,2,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0.0625,1,0.125,8,3,0,0,NA,0,1,0,""
311,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,1,1,1,1,-1,1,1,2,0,1,1,-1,-2,2,1,1,-2,-2,-1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,12,0.75,0,0,8,3,1,1,1,0,0,1,"N/A"
312,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,1,1,0,0,2,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,10,0.625,0,0,NA,0,1,0,1,0,0,0,""
313,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,2,2,2,1,1,2,2,1,2,1,1,0,1,2,2,1,2,1,2,1,2,1,1,1,NA,NA,1,1,1,1,1,1,0,0,1,1,1,24,1.5,13,1.625,NA,6,1,1,1,1,1,1,""
314,"100","UKRN06","","Year 1","","","","2","UKRN",3,-2,1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-2,2,-2,1,-1,1,1,1,1,-2,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-17,-1.0625,3,0.375,8,0,0,0,NA,0,0,0,""
315,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,-1,0,0,2,0,1,1,1,2,1,1,-1,-2,1,-2,-1,1,-2,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,9,0.5625,-2,-0.25,8,3,1,1,1,0,0,1,""
316,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,2,-1,-1,-1,0,1,0,1,2,1,1,1,1,0,-1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,7,0.4375,3,0.375,8,2,0,0,NA,0,0,1,""
317,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,2,2,2,2,-1,1,2,1,1,2,-1,0,-2,-1,1,-1,-1,-1,-1,2,2,1,1,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,1,15,0.9375,0,0,NA,1,1,1,1,1,1,1,""
318,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,2,1,1,0,1,2,2,0,0,0,1,0,2,0,-1,0,0,0,NA,NA,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13,0.8125,2,0.25,NA,0,1,1,1,0,0,0,""
319,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,1,0,1,1,-1,1,0,1,1,NA,1,NA,NA,1,1,1,0,0,1,0,0,0,1,1,11,0.6875,4,0.5,NA,3,1,1,0,0,0,1,""
320,"100","UKRN06","","Year 2","","","","1","UKRN",3,2,2,2,2,1,0,1,1,0,2,2,2,2,-2,1,0,1,1,1,-1,0,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,18,1.125,7,0.875,8,2,1,1,1,1,1,1,""
321,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,2,2,1,1,2,2,2,2,2,2,2,-2,-1,-1,2,2,2,-2,-2,2,2,2,1,1,1,1,NA,NA,1,1,1,0,1,0,0,0,1,1,20,1.25,8,1,NA,4,1,1,0,1,1,1,""
322,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,-1,0,1,-1,-1,1,1,2,2,-1,-1,-1,-1,1,-2,1,0,-1,-1,1,1,1,1,1,NA,NA,NA,1,1,0,0,1,0,0,0,1,0,3,0.1875,0,0,NA,2,0,0,NA,1,0,1,""
323,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,2,2,2,2,2,1,1,2,1,0,-1,-1,2,2,2,-1,-2,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,18,1.125,1,0.125,NA,0,0,0,NA,0,0,1,""
324,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,-1,-1,1,1,0,1,-1,2,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,NA,1,NA,NA,1,NA,0,0,0,0,0,0,0,0,8,0.5,2,0.25,NA,0,0,0,NA,1,0,0,"no"
325,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,2,1,2,1,-1,2,2,2,0,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21,1.3125,12,1.5,8,2,1,1,1,1,1,1,""
326,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,2,2,2,2,2,1,2,2,0,2,0,0,-1,-1,2,1,1,-1,-1,0,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,17,1.0625,3,0.375,NA,0,1,1,0,0,0,1," ."
327,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,1,-1,-1,1,1,1,-1,-1,2,1,2,-1,-2,1,0,-1,-2,-2,-1,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,5,0.3125,-3,-0.375,NA,1,0,0,NA,0,0,0,""
328,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,1,1,-1,2,-1,2,1,1,2,1,-1,-1,-2,2,-1,1,1,-2,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,9,0.5625,0,0,8,3,1,1,0,0,0,1,""
329,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,1,2,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,22,1.375,8,1,8,3,1,1,0,0,1,1,""
330,"100","UKRN06","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,2,2,1,1,0,-1,1,0,0,1,1,1,1,-2,1,1,0,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,13,0.8125,2,0.25,8,4,1,0,0,0,0,1,""
331,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,1,1,2,1,2,2,2,2,2,2,-1,-2,1,1,1,-2,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,22,1.375,3,0.375,8,1,1,1,0,1,1,1,""
332,"100","UKRN06","","Final Year","","","","2","UKRN",3,1,2,2,2,1,0,2,-2,2,1,2,2,2,1,0,0,2,2,2,-2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,18,1.125,9,1.125,8,4,1,1,0,1,1,1,""
333,"100","UKRN06","","Year 1","","","","2","UKRN",3,-1,2,0,2,2,2,2,-1,2,1,-1,2,1,0,-2,-2,-1,1,2,-1,-2,0,-1,2,1,1,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,9,0.5625,0,0,NA,2,0,0,NA,0,0,0,""
334,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,9,0.5625,0,0,8,3,0,0,NA,0,0,1,""
335,"100","UKRN06","","Year 2","","","","1","UKRN",3,1,1,2,2,2,2,2,2,2,2,1,2,2,1,-1,-2,2,2,2,2,-2,2,2,2,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,1,1,21,1.3125,12,1.5,NA,6,1,1,1,1,1,1,""
336,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,1,1,1,0,1,0,1,1,2,2,1,-2,-1,-2,2,1,0,1,-2,-1,1,0,1,1,1,NA,1,1,1,1,1,1,1,0,0,1,1,0,9,0.5625,2,0.25,NA,5,1,1,0,0,0,1,""
337,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,2,1,1,1,1,-1,1,0,1,1,2,1,1,-1,-1,1,0,1,-1,-1,0,2,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,11,0.6875,3,0.375,NA,5,1,1,1,0,0,1,""
338,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,1,0,-1,1,-2,1,1,2,1,1,-1,-1,-1,1,1,2,1,-2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4,0.25,5,0.625,NA,0,1,0,1,0,0,1,""
339,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,2,1,1,1,1,-1,2,0,2,0,1,-2,-1,1,-1,1,-1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,10,0.625,2,0.25,8,2,1,1,0,0,0,1,""
340,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,1,2,2,2,-1,1,2,2,2,-1,-1,-2,-2,2,2,2,2,-1,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,13,0.8125,10,1.25,8,1,1,1,0,1,1,1,""
341,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,2,2,0,-1,2,1,1,0,2,2,2,0,-1,-2,2,1,1,-1,-2,1,1,1,1,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,13,0.8125,4,0.5,NA,0,1,1,1,0,0,1,""
342,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,2,1,1,2,2,2,1,0,2,0,-1,0,-2,2,0,2,-1,-2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,14,0.875,4,0.5,NA,1,1,1,0,0,1,1,""
343,"100","UKRN06","","Year 1","","","","3","UKRN",3,1,1,1,1,1,1,2,1,1,1,1,2,0,-1,0,-1,-2,1,-2,0,0,0,-1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,0,0,1,0,0,12,0.75,-3,-0.375,NA,4,0,0,NA,0,1,0,""
344,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,1,1,1,1,1,2,0,1,1,2,2,2,2,-2,-1,1,1,2,1,-1,1,2,1,1,1,1,1,NA,1,1,1,1,0,1,1,0,1,1,1,16,1,8,1,NA,6,1,1,1,1,1,1,""
345,"100","UKRN06","","Year 2","","","","1","UKRN",3,1,2,1,1,1,1,2,1,2,2,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,1,1,15,0.9375,3,0.375,NA,7,1,0,1,1,1,1,""
