StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
18/05/2020 05:32,18/05/2020 05:43,IP Address,100,620,TRUE,18/05/2020 05:43,R_3CU6Bz9zfv3qGjo,anonymous,EN,Yes,Yes,UKRN05,,Full-time,No,,3,1st Year,,,BSc psychology ,No,Female ,Disagree,Disagree,Strongly agree,Disagree,Agree,Have no opinion,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,,Disagree,Agree,Agree,Have no opinion,Strongly Agree,Have no opinion,Disagree,Agree,No,,,No,No,No,
18/05/2020 06:11,18/05/2020 06:17,IP Address,100,358,TRUE,18/05/2020 06:17,R_Q3unDD2wnwyAUbD,anonymous,EN,Yes,Yes,UNI19,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Have no opinion,Agree,Have no opinion,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,,,,,I have done/used this,,,I have done/used this,I have done/used this,I have done/used this,Agree,Have no opinion,Agree,Strongly agree,Strongly Agree,Disagree,Disagree,Have no opinion,Not sure,,,Not sure,No,No,
18/05/2020 06:11,18/05/2020 06:17,IP Address,100,367,TRUE,18/05/2020 06:17,R_3dMQE53OYNIT1qk,anonymous,EN,Yes,Yes,UNI22,,Full-time,No,,3,2nd Year,,,Psychology BSc,Yes,Female,Have no opinion,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Have no opinion,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,I have done/used this,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Agree,Strongly agree,Agree,Have no opinion,Agree,Strongly disagree,Have no opinion,Not sure,,,Not sure,No,Yes,
18/05/2020 06:21,18/05/2020 06:27,IP Address,100,353,TRUE,18/05/2020 06:27,R_1pSbsLGBMfTqoWj,anonymous,EN,Yes,Yes,UNI19,,Full-time,No,,3,2nd Year,,,Psychology ,Yes,Female ,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,I have heard of this,,I have heard of this,,,,I have heard of this,I have heard of this,,,I have done/used this,,,,I have done/used this,I have done/used this,Agree,Agree,Have no opinion,Agree,Strongly Agree,Disagree,Disagree,Agree,Yes,No,Where it is difficult to replicate previous research therefore leading to insufficient results ,No,No,Yes,
18/05/2020 06:18,18/05/2020 06:27,IP Address,100,538,TRUE,18/05/2020 06:27,R_2Y9RMFyGLkm6vF6,anonymous,EN,Yes,Yes,UNI19,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,Male,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,I have heard of this,I have heard of this,,,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,,,,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Replicating the methodology of an experiment but findings different results,Not sure,No,Yes,
18/05/2020 06:22,18/05/2020 06:32,IP Address,100,647,TRUE,18/05/2020 06:32,R_XuGGPb4sBznVlvj,anonymous,EN,Yes,Yes,UNI22,,Full-time,No,,3,2nd Year,,,psychology with developmental disorders,No,female,Strongly agree,Disagree,Have no opinion,Agree,Have no opinion,Disagree,Disagree,Have no opinion,Agree,Strongly agree,Strongly agree,Disagree,Agree,Have no opinion,Disagree,Agree,,,,,,,,I have heard of this,I have done/used this,,I have done/used this,,,I have done/used this,,,Disagree,Agree,Have no opinion,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Yes,Not sure,same method of study to find out the similar results,No,No,Yes,undergraduates should learn more about ethic issues and principles
18/05/2020 06:31,18/05/2020 06:41,IP Address,100,570,TRUE,18/05/2020 06:41,R_3eaeXqRWJs5A3UH,anonymous,EN,Yes,Yes,UNI20,,Full-time,No,,3,2nd Year,,,Psychology ,Yes,Female,Strongly agree,Disagree,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Have no opinion,Disagree,Disagree,Have no opinion,I have heard of this,I have heard of this,,,,I have heard of this,I have heard of this,I have heard of this,,I have done/used this,,,,,,I have done/used this,Agree,Disagree,Disagree,Agree,Have no opinion,Have no opinion,Disagree,Agree,Not sure,,,Yes,Yes,Yes,
18/05/2020 07:20,18/05/2020 07:27,IP Address,100,455,TRUE,18/05/2020 07:27,R_yjOGGjaiacNDSjD,anonymous,EN,Yes,Yes,UNI22,,Full-time,No,,3,1st Year,,,Psychology with behavioural analysis,Yes,Female,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Agree,Disagree,Agree,Disagree,Have no opinion,Agree,,,I have heard of this,,,I have heard of this,,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Have no opinion,Disagree,Agree,Disagree,Agree,Yes,No,Lack of sharing materials which results in less reproductive/accurately reproductive studies ,Not sure,Not sure,Yes,
18/05/2020 07:23,18/05/2020 07:31,IP Address,100,483,TRUE,18/05/2020 07:31,R_2cCSHqSL4IQM4YB,anonymous,EN,Yes,Yes,UNI23,,Full-time,No,,3,1st Year,,,Sociology,Yes,,Strongly agree,Disagree,Strongly disagree,Have no opinion,Have no opinion,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Disagree,Strongly agree,Have no opinion,Disagree,Strongly disagree,Have no opinion,Have no opinion,Yes,No,The lack of replication of studies in the social sciences and medical sciences,Yes,Not sure,Yes,None
18/05/2020 07:27,18/05/2020 07:34,IP Address,100,391,TRUE,18/05/2020 07:34,R_2AQgWl6LKss1ej0,anonymous,EN,Yes,Yes,UNI21,,Full-time,No,,3,1st Year,,,Psychology BSc,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Have no opinion,Have no opinion,Disagree,Strongly agree,,,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Have no opinion,Have no opinion,No,,,No,No,Yes,
18/05/2020 07:48,18/05/2020 07:56,IP Address,100,468,TRUE,18/05/2020 07:56,R_10V0eXV4cHJBsYZ,anonymous,EN,Yes,Yes,UKRN05,,Full-time,Other (Please specify),Can choose to do one between second and third but need to decide by middle of second year. ,3,1st Year,,,BSc psychology ,Yes,Female,Strongly agree,Disagree,Agree,Disagree,Have no opinion,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Have no opinion,Disagree,Have no opinion,,,I have heard of this,,I have heard of this,,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Agree,Have no opinion,Agree,Have no opinion,Agree,Not sure,,,Not sure,Not sure,Yes,
18/05/2020 07:54,18/05/2020 08:00,IP Address,100,357,TRUE,18/05/2020 08:00,R_12i3oRgyglWgZST,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,3rd Year,,,Psychology,Yes,Female,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,,,,,,I have done/used this,I have done/used this,I have done/used this,Agree,Disagree,Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Yes,Yes,That research needs to be replicated exactly in order to see if the results are reliable ,No,No,Yes,
18/05/2020 07:52,18/05/2020 08:00,IP Address,100,471,TRUE,18/05/2020 08:00,R_2rkzD6Sf2qGwWp6,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology and criminology ,Yes,Female ,Agree,Have no opinion,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Have no opinion,Agree,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,,,I have done/used this,,,Agree,Agree,Agree,Agree,Have no opinion,Agree,Disagree,Agree,Yes,No,Many scientific studies are impossible or very difficult to repeat ,Not sure,No,Yes,
18/05/2020 07:54,18/05/2020 08:01,IP Address,100,379,TRUE,18/05/2020 08:01,R_3O8HlVWLhWy8Ktl,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,2nd Year,,,Psychology ,No,Female,Strongly agree,Strongly disagree,Have no opinion,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Agree,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly agree,No,,,No,No,Yes,
18/05/2020 07:54,18/05/2020 08:02,IP Address,100,493,TRUE,18/05/2020 08:02,R_3nC6Ee9rTSxtPGv,anonymous,EN,Yes,Yes,UNI24,,Full-time,Other (Please specify),I’m not sure ,3,1st Year,,,Psychology ,Yes,Female ,Agree,Strongly disagree,Have no opinion,Have no opinion,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Have no opinion,Agree,Agree,Agree,Agree,Have no opinion,Disagree,Have no opinion,No,,,No,No,Yes,
18/05/2020 07:57,18/05/2020 08:03,IP Address,100,311,TRUE,18/05/2020 08:03,R_2916CbaEzAz66kj,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology ,No,Female,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Have no opinion,Agree,Have no opinion,Agree,Agree,Agree,Have no opinion,Strongly agree,,I have heard of this,I have heard of this,,I have heard of this,,,I have heard of this,I have done/used this,,,I have done/used this,,I have done/used this,I have done/used this,,Have no opinion,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Agree,Not sure,,,Yes,No,Yes,
18/05/2020 07:54,18/05/2020 08:04,IP Address,100,576,TRUE,18/05/2020 08:04,R_2COHwi0GGhvL0k7,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology ,No,Female,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Have no opinion,Strongly agree,Disagree,Agree,Have no opinion,Agree,Disagree,Have no opinion,Agree,Disagree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Have no opinion,Agree,Agree,Agree,Agree,No,,,No,Not sure,Yes,
18/05/2020 07:55,18/05/2020 08:04,IP Address,100,591,TRUE,18/05/2020 08:04,R_2qqL8Bd8oUOY5BX,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology and Criminology,Yes,Female,Strongly agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,,,I have heard of this,,,,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Have no opinion,No,,,No,Not sure,Yes,
18/05/2020 07:52,18/05/2020 08:07,IP Address,100,886,TRUE,18/05/2020 08:07,R_x9tFfMRMVPMxbe9,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology and criminology ,Yes,Female,Strongly disagree,Strongly disagree,Have no opinion,Strongly agree,Strongly agree,Have no opinion,Have no opinion,Have no opinion,Strongly disagree,Have no opinion,Agree,Have no opinion,Agree,Strongly agree,Disagree,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Not sure,,,No,Not sure,Yes,
18/05/2020 08:03,18/05/2020 08:08,IP Address,100,292,TRUE,18/05/2020 08:08,R_VWpYW9NIUSP4LCN,anonymous,EN,Yes,Yes,UNI24,,Full-time,Yes,,3,1st Year,,,Psychology of sport,Yes,Male,Strongly agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Agree,Disagree,Have no opinion,Agree,Agree,Have no opinion,I have heard of this,,I have heard of this,,,I have heard of this,,,,,,,,,,I have done/used this,Agree,Disagree,Have no opinion,Agree,Have no opinion,Agree,Disagree,Have no opinion,No,,,No,No,Not sure,
18/05/2020 08:09,18/05/2020 08:15,IP Address,100,369,TRUE,18/05/2020 08:15,R_1eQzxWpVMWSKqf9,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology BSc,Yes,Female,Strongly agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Have no opinion,Disagree,Have no opinion,Agree,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,,,I have done/used this,,I have done/used this,,Agree,Disagree,Disagree,Agree,Have no opinion,Have no opinion,Disagree,Agree,No,,,Not sure,Not sure,Yes,
18/05/2020 08:15,18/05/2020 08:21,IP Address,100,389,TRUE,18/05/2020 08:21,R_2Qxig0jG9clVraQ,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,1,1st Year,,,Media Psychology,No,Male,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Have no opinion,Have no opinion,Disagree,Agree,I have heard of this,,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,,Agree,Disagree,Have no opinion,Strongly agree,Agree,Strongly disagree,Strongly disagree,Have no opinion,Not sure,,,No,Not sure,Yes,
18/05/2020 08:10,18/05/2020 08:25,IP Address,100,853,TRUE,18/05/2020 08:25,R_PFl4S1nWogeKTK1,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology ,No,Female ,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,Have no opinion,Strongly agree,Strongly disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,Agree,Strongly disagree,Agree,Strongly agree,Strongly Agree,Strongly agree,Disagree,Agree,No,,,Yes,No,Not sure,
18/05/2020 08:37,18/05/2020 08:43,IP Address,100,389,TRUE,18/05/2020 08:43,R_21iZfEzlHRp0604,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology of Human and Animal Behaviour,No,Female,Strongly agree,Strongly disagree,Have no opinion,Disagree,Have no opinion,Agree,Have no opinion,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,I have heard of this,,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,,Strongly Agree,Have no opinion,Agree,Disagree,Disagree,Agree,Disagree,Have no opinion,No,,,Not sure,Not sure,Yes,
18/05/2020 08:34,18/05/2020 08:45,IP Address,100,636,TRUE,18/05/2020 08:45,R_2QfktdiWbAKLWTE,anonymous,EN,Yes,Yes,UNI22,,Full-time,No,,3,2nd Year,,,Psychology with Behaviour Analysis,Yes,Female,Agree,Have no opinion,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Have no opinion,Strongly disagree,Agree,Strongly disagree,Have no opinion,Strongly agree,,,,I have heard of this,I have heard of this,,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,,,I have done/used this,,I have done/used this,Strongly disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Agree,Strongly agree,Strongly disagree,Have no opinion,Not sure,,,Not sure,Not sure,Not sure,
18/05/2020 08:43,18/05/2020 08:51,IP Address,100,440,TRUE,18/05/2020 08:51,R_2tmx3aAjI6KVquX,anonymous,EN,Yes,Yes,UNI21,,Full-time,Yes,,4,2nd Year,,,Psychology of Ageing,Yes,Female ,Strongly agree,Have no opinion,Have no opinion,Disagree,Agree,Have no opinion,Agree,Disagree,Agree,Disagree,Agree,Have no opinion,Agree,Strongly agree,Disagree,Agree,,,I have heard of this,,,,,,,,I have done/used this,,,,,,Strongly disagree,Agree,Agree,Disagree,Have no opinion,Agree,Have no opinion,Have no opinion,No,,,Not sure,No,Yes,
18/05/2020 09:06,18/05/2020 09:12,IP Address,100,369,TRUE,18/05/2020 09:12,R_294hLUokM9wQ6iR,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,1st Year,,,Psychology,Yes,Female,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Have no opinion,Have no opinion,Strongly disagree,Have no opinion,Agree,Disagree,Strongly agree,I have heard of this,,,,,I have heard of this,,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,,Agree,Disagree,Have no opinion,Strongly agree,Agree,Have no opinion,Disagree,Have no opinion,Not sure,,,No,No,Yes,
18/05/2020 09:13,18/05/2020 09:19,IP Address,100,398,TRUE,18/05/2020 09:19,R_3fqSLUUsWc4WJXE,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,Bsc Psychology,Yes,Female,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Have no opinion,Agree,Strongly disagree,Strongly agree,I have heard of this,,I have heard of this,,I have heard of this,,,,,,,,,I have done/used this,,I have done/used this,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly disagree,Have no opinion,Not sure,,,No,No,Yes,
18/05/2020 09:12,18/05/2020 09:20,IP Address,100,498,TRUE,18/05/2020 09:20,R_3dEAkNWAeVVbanH,anonymous,EN,Yes,Yes,UNI19,,Full-time,No,,3,2nd Year,,,Psychology ,Yes,Female ,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Have no opinion,Disagree,Disagree,Agree,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,I have done/used this,,,I have done/used this,Strongly Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Have no opinion,Strongly agree,Not sure,,,Not sure,Not sure,Yes,
18/05/2020 09:20,18/05/2020 09:26,IP Address,100,378,TRUE,18/05/2020 09:26,R_DwdqGjTF8Em8PFn,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,2nd Year,,,Criminology and Psychology,Yes,Female ,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Have no opinion,Strongly disagree,Agree,Agree,Disagree,Agree,,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Have no opinion,Agree,Yes,Yes,Older studies that are now being replicated and finding different or no results. Suggests that older studies may not have been conducted correctly or effectively.,No,No,Yes,
18/05/2020 09:12,18/05/2020 09:27,IP Address,100,848,TRUE,18/05/2020 09:27,R_RRENXLWDRtes4y5,anonymous,EN,Yes,Yes,UNI19,,Full-time,Yes,,3,2nd Year,,,BSc Hons Psychology ,Yes,Female,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Have no opinion,Agree,Strongly agree,Disagree,Have no opinion,Disagree,Disagree,Agree,,,,,,,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Agree,Have no opinion,Disagree,Strongly agree,Strongly Agree,Have no opinion,Disagree,Disagree,Not sure,,,No,Yes,Yes,No. 
18/05/2020 09:20,18/05/2020 09:30,IP Address,100,592,TRUE,18/05/2020 09:30,R_1hT4XA7ynNZEJoA,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,Psychology Bsc (Hons),No,Female,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Have no opinion,Agree,Agree,Agree,I have heard of this,,,I have heard of this,,,I have heard of this,,,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,,I have done/used this,Agree,Disagree,Strongly agree,Agree,Have no opinion,Agree,Agree,Agree,No,,,Not sure,Not sure,Yes,
18/05/2020 09:21,18/05/2020 09:30,IP Address,100,554,TRUE,18/05/2020 09:30,R_27B67mYhGwTKeMh,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,BSc (hons) Psychology,No,Woman,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,,,,I have done/used this,,Strongly Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Yes,Yes,Results from previous studies were unable to be reproduced when studied again. This was especially the case in social psychology and medical science,Yes,Yes,Yes,
18/05/2020 09:25,18/05/2020 09:32,IP Address,100,441,TRUE,18/05/2020 09:32,R_2ARzuSlwRm1RkdM,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,4,1st Year,,,MPsych Hons ,Yes,Female,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Have no opinion,Strongly agree,I have heard of this,,,,I have heard of this,,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,,,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Have no opinion,Not sure,,,Yes,Yes,Not sure,
18/05/2020 09:30,18/05/2020 09:35,IP Address,100,286,TRUE,18/05/2020 09:35,R_1C9Oi0QBd4L6iAa,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,2nd Year,,,Psychology and Criminology,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Have no opinion,Have no opinion,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,,Strongly Agree,Strongly agree,Strongly agree,Have no opinion,Agree,Strongly disagree,Strongly disagree,Strongly agree,No,,,No,No,Yes,
18/05/2020 09:32,18/05/2020 09:38,IP Address,100,387,TRUE,18/05/2020 09:38,R_1HhinwhHmLdFv0v,anonymous,EN,Yes,Yes,UKRN03,,Full-time,Other (Please specify),Year abroad,4,1st Year,,,Psychology and French Studies,Yes,Female ,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,,,,,,,,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Have no opinion,Strongly agree,Strongly Agree,Have no opinion,Strongly disagree,Strongly agree,Yes,No,Studies can’t be replicated ,No,No,Yes,
18/05/2020 09:33,18/05/2020 09:43,IP Address,100,597,TRUE,18/05/2020 09:43,R_2DNbiiKIUBg7P5h,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,Female,Agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Have no opinion,Strongly agree,Have no opinion,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Have no opinion,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Have no opinion,Agree,Yes,Yes,The issue of whether major findings in psychology are actually true. Lots of big findings and famous papers have never been replicated showing that their results may not be reliable which in some cases has massive implications. People have been accused of p-hacking etc and since researchers have been urged to be more transparent about their research methods/analyses.,Not sure,Not sure,Yes,I think understanding this topic is majorly important in learning psychology as a discipline. Even if you arent going to progress into research it is important to know that just because a paper has been published somewhere once that you still need to look at it critically. 
18/05/2020 09:36,18/05/2020 09:46,IP Address,100,623,TRUE,18/05/2020 09:46,R_2QyTvHTYs9cw9pD,anonymous,EN,Yes,Yes,UNI21,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,Female,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,,,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,,,,Strongly Agree,Strongly disagree,Strongly Disagree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly agree,Yes,Yes,Research was replicated and similar results were not found and cast doubt on a lot of research ,No,No,Yes,
18/05/2020 09:40,18/05/2020 09:46,IP Address,100,346,TRUE,18/05/2020 09:46,R_22nzRSeHjkG5LGI,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,Psychology Bsc,Yes,Female,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,"Once repeated studies have been found to produce different results from the initial study, particularly a problem when the initial study has reported significant findings, and once replicated the findings have not been found to be significant.",Not sure,Not sure,Yes,
