"","ID","Progress","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
"419",423,"100","UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,18,18,27,27,5,3,1,1,1,0,1,1,""
"420",424,"100","UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,2,2,13,13,6,2,1,1,1,0,1,1,""
"421",425,"100","UKRN03","Full-time","No","Final Year","3","BA Management and Psychology","No","Female","UKRN",1,7,7,12,12,6,2,0,NA,9999,0,0,1,""
"422",426,"100","UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,8,8,16,16,5,3,1,1,1,0,0,0,""
"423",427,"100","UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,14,14,20,20,3,5,1,1,1,0,1,1,""
"424",428,"100","UNI22","Full-time","No","Year 2","3","Psychology with Counselling","No","Female","Non-UKRN",1,2,2,21,21,3,3,1,1,0,0,0,1,"N/A"
"425",429,"100","UKRN03","Full-time","No","Year 1","3","Bachelor of Science in Psychology and Linguistics ","No","Male","UKRN",1,22,22,29,29,5,0,1,0,0,0,0,1,"A lecture on replication crises and open science should be mandatory "
"426",430,"100","UNI25","Full-time","No","Year 2","3","Psychology with Counselling","Yes","Female","Non-UKRN",1,15,15,17,17,3,5,1,1,0,1,1,1,""
"427",431,"100","UNI21","Full-time","Yes","Placement Year","3","BSC Psychology","Yes","female","Non-UKRN",1,3,3,15,15,1,1,1,1,1,0,0,1,""
"428",432,"100","UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,4,4,18,18,5,2,1,1,1,0,0,0,""
"429",433,"100","UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,4,4,18,18,3,1,1,1,1,0,0,1,""
"430",434,"100","UNI25","Full-time","No","Final Year","3","Psychology BSc","Yes","","Non-UKRN",1,5,5,20,20,3,1,1,0,1,0,0,1,""
"431",435,"100","UNI21","Full-time","Yes","Year 1","3","Psychology BSC","No","female","Non-UKRN",1,5,5,17,17,5,3,0,NA,9999,0,0,1,""
"432",436,"100","UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,4,4,19,19,8,2,1,1,1,0,0,1,""
"433",437,"100","UNI24","Full-time","No","Final Year","3","Psychology and Criminology ","Yes","Female","Non-UKRN",1,0,0,13,13,6,2,0,NA,9999,0,0,1,""
"434",438,"100","UKRN03","Full-time","No","Year 1","3","psychology ","Yes","female","UKRN",1,5,5,19,19,6,2,0,NA,9999,0,0,1,""
"435",439,"100","UKRN03","Full-time","No","Year 1","3","BA (Hons) Criminology and Psychology ","No","Female","UKRN",1,11,11,23,23,4,3,0,NA,9999,1,0,1,""
"436",440,"100","UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,7,7,18,18,4,4,1,1,1,0,0,1,""
"437",441,"100","UNI20","Full-time","Other (Please specify)","Placement Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,19,19,26,26,4,1,0,NA,9999,1,0,1,""
"438",442,"100","UNI25","Full-time","No","Year 1","3","Psychology with Counselling ","No","Female ","Non-UKRN",1,10,10,14,14,3,3,0,NA,9999,0,0,0,""
"439",443,"100","UKRN03","Full-time","No","Year 1","3","BCs Psychology","Yes","Female","UKRN",1,-1,-1,18,18,4,4,1,1,1,0,0,1,""
"440",444,"100","UNI21","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,1,1,13,13,5,0,1,0,0,0,0,1,""
"441",445,"100","UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female ","UKRN",1,11,11,19,19,6,2,1,1,1,0,0,1,""
"442",446,"100","UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,6,6,19,19,4,2,0,NA,9999,0,0,1,""
"443",447,"100","UKRN03","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,12,12,20,20,3,2,1,1,9999,0,1,1,""
"444",448,"100","UNI24","Full-time","No","Year 1","3","Psychology Bsc","No","Female","Non-UKRN",1,11,11,20,20,7,1,0,NA,9999,0,0,1,""
"445",449,"100","UNI22","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,13,13,20,20,4,4,0,NA,9999,0,0,1,""
"446",450,"100","UNI21","Full-time","Other (Please specify)","Year 2","3","BcS Psychology","No","Female","Non-UKRN",1,10,10,21,21,4,1,0,NA,9999,0,0,1,""
"447",451,"100","UNI19","Full-time","No","Final Year","3","Psychology (PX)","Yes","Non-Binary","Non-UKRN",1,11,11,19,19,6,4,0,NA,9999,1,0,1,""
"448",452,"100","UKRN03","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,13,13,22,22,8,5,1,0,1,1,1,1,""
"449",453,"100","UNI22","Full-time","No","Year 2","3","Sport and Exercise Psychology","Yes","Female","Non-UKRN",1,6,6,19,19,1,0,0,NA,9999,1,0,1,""
"450",454,"100","UNI21","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,-2,-2,17,17,4,0,1,1,0,0,0,1,"No"
"451",455,"100","UNI22","Full-time","No","Year 1","3","Psychology with Counselling ","Yes","Female ","Non-UKRN",1,10,10,15,15,5,2,1,1,9999,0,1,1,""
"452",456,"100","UNI20","Full-time","Yes","Year 1","3","Bcs hons psychology ","Yes","female","Non-UKRN",1,10,10,20,20,8,1,0,NA,9999,0,0,1,""
"453",457,"100","UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,14,14,6,2,1,1,1,0,0,1,""
"454",458,"100","UKRN03","Full-time","No","Year 2","3","BSc (Hons) Psychology","Yes","Female","UKRN",1,12,12,20,20,8,5,1,1,1,1,1,1,""
"455",459,"100","UNI25","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,13,13,23,23,4,4,0,NA,9999,0,0,1,""
"456",460,"100","UNI24","Full-time","No","Final Year","3","Psychology and Criminology BSc","Yes","Female","Non-UKRN",1,5,5,23,23,1,2,0,NA,9999,0,0,1,""
"457",461,"100","UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc Psychology","No","Female","Non-UKRN",1,14,14,23,23,6,2,1,1,0,0,0,1,""
"458",462,"100","UNI24","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,12,12,19,19,5,3,0,NA,9999,1,0,1,""
"459",463,"100","UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Male","Non-UKRN",1,8,8,20,20,5,3,1,1,1,1,0,1,""
"460",464,"100","UKRN03","Full-time","No","Year 2","4","Psychology (Study Abroad) BSc","Yes","Female","UKRN",1,0,0,17,17,5,2,1,1,0,0,0,1,""
"461",465,"100","UKRN03","Full-time","No","Year 2","3","management and psychology joint honors","Yes","female","UKRN",1,10,10,22,22,2,6,0,NA,9999,0,0,1,""
"462",466,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,7,7,16,16,6,4,0,NA,9999,0,0,0,""
"463",467,"100","UNI24","Full-time","No","Year 1","3","Bsc Psychology ","Yes","","Non-UKRN",1,7,7,24,24,6,1,1,0,9999,0,0,0,""
"464",468,"100","UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,12,12,18,18,4,1,1,1,1,0,0,1,""
"465",471,"100","UKRN06","Full-time","No","Year 2","3","psychology bsc","Yes","female","UKRN",1,26,26,30,30,5,2,1,1,1,1,1,1,""
"466",472,"100","UKRN03","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,14,14,21,21,2,2,0,NA,9999,0,0,1,""
"467",473,"100","UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology BSc","No","Female ","Non-UKRN",1,12,12,17,17,6,2,1,1,1,0,0,1,"Most was learnt through personal reading and further research. University only very briefly touched upon some of these topics."
"468",474,"100","UNI20","Full-time","Other (Please specify)","Placement Year","3","Psychology","Yes","Female","Non-UKRN",1,7,7,16,16,5,3,0,NA,9999,0,0,1,""
"469",475,"100","UNI24","Full-time","No","Year 1","3","psychology of sport","No","male","Non-UKRN",1,8,8,24,24,4,0,0,NA,9999,1,0,1,""
"470",476,"100","UNI22","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,6,6,15,15,5,4,1,1,1,0,0,1,""
"471",478,"100","UKRN03","Full-time","No","Final Year","3","Psychology (BSc)","Yes","Male","UKRN",1,9,9,19,19,6,2,1,1,1,1,1,1,""
"472",479,"100","UKRN03","Full-time","Other (Please specify)","Year 1","4","Bsc Psychology with Study Abroad","Yes","Female","UKRN",1,11,11,17,17,2,2,1,0,0,0,0,1,""
"473",480,"100","UKRN03","Full-time","No","Year 1","4","Psychology ","Yes","Female","UKRN",1,4,4,18,18,6,6,1,0,1,1,1,1,""
"474",481,"100","UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,12,12,13,13,1,1,1,0,0,0,0,1,""
"475",482,"100","UKRN05","Full-time","Yes","Year 1","3","BSc (Hons) Psychology","No","Female","UKRN",1,8,8,16,16,3,1,0,NA,9999,0,0,1,""
"476",483,"100","UNI22","Full-time","No","Year 2","3","Psychology with criminology and the criminal justice system","No","female","Non-UKRN",1,9,9,17,17,0,2,0,NA,9999,0,0,1,""
"477",484,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology (BSc Hons)","Yes","Female","UKRN",1,9,9,22,22,4,3,1,1,1,0,1,1,""
"478",485,"70","UNI04","Full-time","No","Year 2","3","Psychology bsc ","Yes","Female","Non-UKRN",1,13,13,NA,NA,6,0,NA,NA,9999,NA,NA,NA,""
"479",486,"100","UNI25","Full-time","Other (Please specify)","Year 2","3","Psychology with counselling","Yes","Female","Non-UKRN",1,6,6,21,21,4,3,0,NA,9999,0,0,1,"N/A"
"480",487,"100","UNI24","Full-time","No","Year 2","3","Psychology","Yes","Man; Androgynous (feel free to put me in with either men or other)","Non-UKRN",1,15,15,20,20,6,5,1,0,0,1,0,1,""
"481",488,"100","UNI25","Full-time","No","Final Year","3","Psychology BSc Hons","Yes","Female","Non-UKRN",1,16,16,20,20,1,2,0,NA,9999,0,0,0,""
"482",489,"100","UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,6,6,12,12,4,3,0,NA,9999,0,0,1,"Overall I think research should share their results with others, if others want to replicate the study they should get consent from the researcher "
"483",490,"100","UKRN03","Full-time","No","Year 1","","Psychology (Study abroad) Bsc (Hons)","Yes","Female","UKRN",1,21,21,26,26,2,2,1,1,1,0,1,1,""
"484",491,"100","UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,4,4,21,21,4,0,1,1,1,1,1,1,""
"485",492,"100","UNI24","Full-time","No","Year 2","3","Single honours psychology","No","Male","Non-UKRN",1,7,7,20,20,4,4,1,0,0,0,0,1,""
"486",493,"100","UNI21","Full-time","No","Year 1","3","Psychology","Yes","female","Non-UKRN",1,13,13,14,14,0,2,1,0,1,0,0,1,""
"487",495,"100","UKRN01","Full-time","Yes","Year 1","3","psychology BSC","Yes","Female","UKRN",1,11,11,15,15,6,2,0,NA,9999,1,0,1,""
"488",496,"100","UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology ","No","Female","Non-UKRN",1,12,12,21,21,5,5,1,0,0,0,0,1,""
"489",497,"100","UKRN03","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,7,7,20,20,5,0,1,1,0,0,0,1,""
"490",498,"100","UNI22","Full-time","Yes","Year 1","3","Psychology with criminology and criminal justice ","Yes","Female ","Non-UKRN",1,8,8,20,20,4,2,0,NA,9999,0,0,1,""
"491",499,"100","UNI20","Full-time","Yes","Year 2","3","Bsc Psychology","Yes","Female","Non-UKRN",1,18,18,26,26,4,3,0,NA,9999,1,0,1,""
"492",500,"100","UKRN05","Full-time","No","Year 2","3","Sociology with Social Psychology","Yes","Female","UKRN",1,3,3,13,13,8,4,1,1,0,1,1,1,""
"493",501,"100","UNI21","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,13,13,20,20,3,5,0,NA,9999,1,0,1,""
"494",502,"100","UKRN05","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,11,11,18,18,4,2,0,NA,9999,0,0,0,""
"495",503,"100","UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Linguistics","Yes","Female","UKRN",1,11,11,18,18,4,3,1,1,0,0,0,1,"The questions were slightly confusing and too general at times"
"496",504,"100","UKRN03","Full-time","No","Year 1","3","Psychology BSc Hons","Yes","Female","UKRN",1,11,11,14,14,4,4,1,0,1,1,0,0,""
"497",505,"100","UKRN03","Full-time","No","Year 1","3","Psychology","No","Male","UKRN",1,13,13,26,26,6,2,1,1,1,0,0,1,""
"498",506,"100","UKRN03","Full-time","No","Final Year","4","Psychology MPsych","Yes","Male","UKRN",1,20,20,26,26,7,0,1,1,1,0,0,1,""
"499",507,"100","UKRN03","Full-time","No","Year 2","3","BSc Hons Psychology Full Time","Yes","Female","UKRN",1,17,17,25,25,7,3,1,1,1,1,1,1,""
"500",508,"100","UNI21","Full-time","Yes","Year 1","3","psychology","No","female","Non-UKRN",1,9,9,20,20,2,3,1,1,0,0,0,1,""
"501",509,"100","UNI24","Full-time","No","Year 2","3","Psychology and Criminology ","No","Female ","Non-UKRN",1,14,14,16,16,4,4,0,NA,9999,0,0,1,""
"502",510,"100","UNI22","Full-time","Yes","Year 1","3","Psychology with Criminology and Criminal Justice","Yes","Female","Non-UKRN",1,4,4,11,11,8,0,0,NA,9999,0,0,1,""
"503",511,"100","UNI25","Full-time","No","Final Year","3","Psychology BSc Hons","Yes","Female","Non-UKRN",1,4,4,18,18,5,0,1,1,0,0,0,1,""
"504",512,"100","UNI11","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,-2,-2,16,16,1,2,0,NA,9999,0,0,1,""
"505",513,"100","UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","Non-UKRN",1,11,11,19,19,8,2,1,1,1,0,0,1,""
"506",514,"59","UNI07","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,7,7,NA,NA,2,6,NA,NA,9999,NA,NA,NA,""
"507",515,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,20,20,20,20,3,4,1,1,9999,1,1,1,""
"508",516,"100","UNI50","Full-time","No","Final Year","3","BsC Psychology (Hons)","Yes","Female","Non-UKRN",1,10,10,19,19,0,2,1,0,0,0,0,1,""
"509",517,"100","UNI50","Full-time","No","Final Year","3","Psychology with forensic psychology ","Yes","Female","Non-UKRN",1,12,12,14,14,3,0,1,1,0,0,0,1,""
"510",518,"100","UNI50","Full-time","No","Year 1","3","Psychology with Clinical Psychology ","Yes","Female","Non-UKRN",1,7,7,15,15,4,0,0,NA,9999,0,0,1,""
"511",519,"100","UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,10,10,25,25,4,4,1,1,1,0,0,1,""
"512",520,"100","UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female ","Non-UKRN",1,5,5,15,15,4,4,1,1,0,1,1,1,""
"513",521,"100","UNI50","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,12,12,15,15,7,3,1,1,0,0,0,1,""
"514",522,"100","UNI50","Full-time","No","Final Year","3","Psychology with clinical","Yes","Male","Non-UKRN",1,12,12,21,21,5,3,1,1,1,0,1,1,""
"515",523,"100","UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,9,9,20,20,5,2,1,0,0,0,0,1,""
"516",524,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,13,13,19,19,0,0,1,0,0,0,0,1,""
"517",525,"100","UNI50","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,19,19,24,24,6,3,1,1,0,0,1,1,""
"518",526,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,12,12,18,18,1,4,1,1,1,0,0,1,""
"519",527,"100","UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,12,12,19,19,5,1,1,1,0,1,0,1,""
"520",528,"100","UNI50","Full-time","No","Year 2","3","Psychology with forensic psychology ","No","Female","Non-UKRN",1,11,11,17,17,4,0,0,NA,9999,0,0,1,""
"521",529,"100","UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology ","Yes","Female","Non-UKRN",1,13,13,20,20,5,3,1,1,0,1,1,1,""
"522",530,"100","UNI50","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,6,6,13,13,7,3,0,NA,9999,1,0,1,""
"523",531,"100","UNI50","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","Non-UKRN",1,20,20,22,22,5,3,0,NA,9999,0,0,1,""
"524",532,"100","UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,8,8,20,20,2,1,0,NA,9999,0,0,1,""
"525",533,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,17,17,4,1,1,1,0,0,0,1,""
"526",534,"100","UNI50","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","Non-UKRN",1,13,13,20,20,2,5,1,1,1,1,0,1,"A non-significant finding is still a finding. We shouldn't look at a finding as being 'correct' or 'incorrect' based on its p value. Its reliability and accuracy should depend on the methodology and materials. If research is carried out 'properly,' we should see the finding as informative, be it significant or not. (I'm sorry this is an essay, I'm passionate about this)."
"527",535,"100","UNI50","Full-time","No","Year 1","3","Bsc Psychology","Yes","female","Non-UKRN",1,10,10,10,10,5,1,0,NA,9999,0,0,1,""
"528",536,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,-2,-2,15,15,5,3,1,1,0,0,0,1,""
"529",537,"100","UNI50","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,8,8,16,16,6,2,0,NA,9999,0,0,1,""
"530",538,"100","UNI50","Full-time","No","Final Year","3","Psychology BSc(Hons)","Yes","Female","Non-UKRN",1,6,6,21,21,6,0,0,NA,9999,0,0,1,""
"531",539,"100","UNI50","Full-time","No","Final Year","3","Psychology with clinical psychology ","Yes","Female","Non-UKRN",1,8,8,17,17,2,2,0,NA,9999,0,0,1,""
"532",540,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,9,9,19,19,3,5,1,1,0,0,0,0,""
"533",541,"100","UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female ","Non-UKRN",1,9,9,21,21,4,1,1,1,1,1,1,1,""
"534",542,"100","UNI50","Full-time","No","Final Year","3","psychology","Yes","F","Non-UKRN",1,14,14,25,25,4,4,0,NA,9999,0,0,1,""
"535",543,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,5,5,16,16,4,4,1,0,0,0,0,1,""
"536",544,"100","UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,17,17,22,22,7,1,1,1,1,1,0,1,""
"537",545,"100","UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,5,5,17,17,3,1,1,0,1,0,0,1,""
"538",546,"100","UNI50","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,14,14,8,5,1,0,1,1,1,1,""
"539",547,"100","UKRN05","Full-time","No","Year 1","3","Psychology (BSc)","Yes","Female","UKRN",1,13,13,15,15,3,0,1,1,1,0,0,1,""
"540",548,"100","UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Management ","Yes","Female","UKRN",1,11,11,18,18,6,4,1,0,0,1,0,1,""
"541",549,"100","UNI50","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,9,9,22,22,8,2,1,1,1,1,1,1,""
"542",550,"100","UNI50","Full-time","Yes","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,11,11,19,19,4,0,1,1,1,0,0,1,""
"543",551,"100","UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Male","Non-UKRN",1,22,22,25,25,8,5,1,1,0,1,0,1,""
"544",552,"100","UNI50","Full-time","Yes","Placement Year","4","Psychology with Clinical Psychology with Study Abroad","No","male","Non-UKRN",1,19,19,25,25,7,1,1,1,0,1,1,1,""
"545",554,"100","UNI21","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,4,4,15,15,5,0,1,1,1,0,0,1,""
"546",555,"100","UNI50","Full-time","No","Year 1","3","Psychology with Clinical Psychology","Yes","Female","Non-UKRN",1,10,10,16,16,8,3,0,NA,9999,1,0,1,""
"547",556,"100","UNI21","Full-time","No","Year 1","3","psychology","No","female","Non-UKRN",1,10,10,12,12,4,4,1,1,0,0,0,1,""
"548",557,"100","UNI50","Full-time","No","Year 1","3","Psychology BSc","Yes","Female ","Non-UKRN",1,5,5,18,18,5,3,0,NA,9999,1,0,1,""
"549",558,"100","UNI50","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","Non-UKRN",1,15,15,19,19,5,0,0,NA,9999,0,0,1,""
"550",559,"100","UNI50","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,10,10,19,19,5,3,1,1,0,0,0,1,""
"551",560,"100","UNI24","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,14,14,23,23,8,1,1,1,0,0,0,1,"Only share data if anonymised (answer to some of these questions did not make this clear!)"
"552",561,"100","UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,20,20,21,21,4,3,1,1,1,0,0,1,""
"553",562,"100","UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,8,8,20,20,7,1,1,1,1,0,0,1,""
"554",563,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,9,9,17,17,8,1,1,1,0,0,0,1,""
"555",564,"100","UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,8,8,19,19,3,2,1,1,0,0,0,1,""
"556",565,"100","UNI21","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,8,8,18,18,1,1,0,NA,9999,0,0,1,""
"557",566,"100","UNI50","Full-time","No","Final Year","3","psychology ","Yes","Female","Non-UKRN",1,1,1,16,16,2,1,1,0,1,0,0,1,""
"558",567,"100","UNI24","Full-time","Yes","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,13,13,16,16,6,0,0,NA,9999,0,0,1,""
"559",568,"100","UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,11,11,21,21,4,4,0,NA,9999,0,0,1,""
"560",569,"100","UNI50","Full-time","No","Year 1","3","BSc (Hons) Psychology with Clinical Psychology","Yes","Female","Non-UKRN",1,17,17,26,26,6,2,0,NA,9999,1,0,1,""
"561",570,"100","UNI21","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,15,15,20,20,2,2,1,1,1,0,0,1,""
"562",571,"100","UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,0,0,18,18,5,2,1,1,0,1,1,1,""
"563",572,"100","UNI50","Full-time","No","Year 1","3","Psychology with Clinical Psychology ","Yes","Female","Non-UKRN",1,10,10,18,18,2,1,0,NA,9999,0,0,1,""
"564",573,"51","UKRN05","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,12,12,NA,NA,4,4,NA,NA,9999,NA,NA,NA,""
"565",574,"100","UNI24","Full-time","No","Final Year","3","BSc (Hons.) Psychology ","Yes","Female","Non-UKRN",1,7,7,21,21,6,4,0,NA,9999,0,0,1,""
"566",575,"100","UNI50","Full-time","No","Year 1","3","Bsc psychology","Yes","Female ","Non-UKRN",1,14,14,20,20,2,1,1,0,0,0,0,1,""
"567",576,"51","UKRN05","Full-time","Yes","Year 1","3","BSc Psychology","No","Female","UKRN",1,13,13,NA,NA,8,2,NA,NA,9999,NA,NA,NA,""
"568",578,"100","UKRN03","Full-time","No","Year 2","4","MPsych Psychology ","Yes","Female ","UKRN",1,17,17,25,25,8,0,1,1,1,0,1,1,""
"569",579,"100","UNI25","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","Non-UKRN",1,4,4,14,14,8,0,1,1,0,1,0,1,""
"570",580,"100","UKRN05","Full-time","Other (Please specify)","Year 1","4","Psychology","Yes","","UKRN",1,13,13,19,19,6,2,0,NA,9999,1,0,0,""
"571",582,"46","UNI21","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,NA,NA,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"572",583,"49","UNI19","Full-time","No","Year 2","3","BSc Psychology","Yes","Male","Non-UKRN",1,2,2,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"573",584,"49","UKRN03","Full-time","No","Year 1","3","Bsc psychology ","Yes","Female","UKRN",1,13,13,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"574",585,"65","UNI24","Full-time","No","Year 1","3","Psychology and Criminology ","No","Female","Non-UKRN",1,10,10,NA,NA,7,1,NA,NA,9999,NA,NA,NA,""
"575",586,"59","UNI25","Full-time","Yes","Year 1","3","psychology BSc","Yes","female","Non-UKRN",1,2,2,NA,NA,6,5,NA,NA,9999,NA,NA,NA,""
"576",587,"81","UNI24","Full-time","No","Year 2","3","BSc Psychology with Counselling","No","Female","Non-UKRN",1,6,6,20,20,5,3,1,NA,9999,NA,NA,NA,""
"577",588,"81","UNI19","Full-time","No","Year 1","3","Psychology (BSC)","Yes","Female","Non-UKRN",1,8,8,19,19,2,6,0,NA,9999,NA,NA,NA,""
"578",589,"51","UNI24","Full-time","No","Year 1","3","Psychology snd criminology ","Yes","","Non-UKRN",1,14,14,NA,NA,4,1,NA,NA,9999,NA,NA,NA,""
"579",590,"59","UNI22","Full-time","Yes","Year 1","3","BSc Psychology","Yes","female ","Non-UKRN",1,14,14,NA,NA,4,2,NA,NA,9999,NA,NA,NA,""
"580",594,"100","UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,5,5,16,16,5,2,0,NA,9999,0,0,0,""
"581",595,"59","UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female ","UKRN",1,4,4,NA,NA,5,1,NA,NA,9999,NA,NA,NA,""
"582",596,"65","UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,0,NA,NA,2,0,NA,NA,9999,NA,NA,NA,""
"583",598,"100","UNI50","Full-time","Other (Please specify)","Placement Year","4","Psychology BSc","Yes","Female","Non-UKRN",1,15,15,22,22,3,0,1,1,1,0,0,1,"These feel like important things to learn as an undergraduate to help you understand the context of the research you read, and to help you be better researchers if you pursue an academic career"
"584",599,"100","UNI50","Full-time","No","Year 1","3","Psychology ","Yes","female ","Non-UKRN",1,11,11,21,21,3,0,0,NA,9999,0,0,1,""
"585",600,"100","UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,10,10,19,19,6,2,1,1,0,1,0,1,""
"586",601,"100","UNI50","Full-time","No","Year 1","3","Psychology with forensics","Yes","Female","Non-UKRN",1,8,8,18,18,5,3,0,NA,9999,1,0,1,""
