"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","crisis_aware_Completed","crisis_learnt_Completed","crisis_explain_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed"
580,"UKRN05","Full-time","Other (Please specify)","Year 1","4","Psychology","Yes","","UKRN",1,0,NA,NA,1,0,0,1,0,0,1,1,1
582,"UNI21","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
583,"UNI19","Full-time","No","Year 2","3","BSc Psychology","Yes","Male","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
584,"UKRN03","Full-time","No","Year 1","3","Bsc psychology ","Yes","Female","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
585,"UNI24","Full-time","No","Year 1","3","Psychology and Criminology ","No","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
586,"UNI25","Full-time","Yes","Year 1","3","psychology BSc","Yes","female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
587,"UNI24","Full-time","No","Year 2","3","BSc Psychology with Counselling","No","Female","Non-UKRN",1,1,NA,NA,NA,NA,NA,1,0,0,0,0,0
588,"UNI19","Full-time","No","Year 1","3","Psychology (BSC)","Yes","Female","Non-UKRN",1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0
589,"UNI24","Full-time","No","Year 1","3","Psychology snd criminology ","Yes","","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
590,"UNI22","Full-time","Yes","Year 1","3","BSc Psychology","Yes","female ","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
594,"UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
595,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female ","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
596,"UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
598,"UNI50","Full-time","Other (Please specify)","Placement Year","4","Psychology BSc","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
599,"UNI50","Full-time","No","Year 1","3","Psychology ","Yes","female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
600,"UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,1,1,0,1,0,1,1,1,1,1,1,1
601,"UNI50","Full-time","No","Year 1","3","Psychology with forensics","Yes","Female","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
602,"UNI50","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
603,"UNI50","Full-time","No","Year 1","3","Psychology BSc (Hons)","Yes","female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
604,"UNI50","Full-time","No","Year 2","3","Psychology with forensics psychology ","Yes","Female ","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
605,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
606,"UNI50","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,0,1,1,0,1,1,1,1,1,1,1
607,"UNI50","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Nonbinary","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
608,"UNI50","Full-time","No","Final Year","3","Psychology Bsc ","Yes","female ","Non-UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
609,"UNI19","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
610,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
611,"UNI50","Full-time","No","Year 2","3","Psychology with clinical psychology","Yes","","Non-UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
613,"UNI25","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
614,"UNI50","Full-time","No","Final Year","3","BSc Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,1,1,0,1,0,1,1,1,1,1,1,1
615,"UNI50","Full-time","No","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
616,"UNI19","Full-time","No","Final Year","3","Psychology BSc","No","female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
617,"UNI22","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
618,"UNI50","Full-time","No","Year 1","3","Bsc psychology ","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
619,"UNI50","Full-time","No","Year 2","3","Pathology with forensic psychology ","Yes","Female ","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
620,"UKRN03","Full-time","No","Year 2","3","Psychology ","No","Female","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
621,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
622,"UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
623,"UNI50","Full-time","No","Year 1","3","Psychology BSc Hons","Yes","female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
624,"UNI50","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
625,"UNI50","Full-time","Yes","Year 1","3","Psychology with clinical psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
626,"UNI19","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
627,"UNI24","Full-time","No","Year 1","3","Psychology","No","Female","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
628,"UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
629,"UNI22","Full-time","Yes","Year 2","3","Bsc Psychology ","No","Male","Non-UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
630,"UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
631,"UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Male","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
632,"UNI22","Full-time","Yes","Year 1","3","Psychology with Developmental Disorders ","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
633,"UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
634,"UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
635,"UNI07","Full-time","Yes","Year 2","4","Abnormal and Clinical Psychology ","No","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
636,"UKRN07","Full-time","Yes","Year 2","4","Psychology (with Professional Placement) BSc","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
637,"UKRN07","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
638,"UKRN07","Full-time","Other (Please specify)","Placement Year","4","Speech and Language Therapy ","No","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
639,"UKRN07","Full-time","No","Year 2","3","BSc Psychology and Language Sciences","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
640,"UNI01","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
641,"UKRN07","Full-time","Yes","Final Year","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
643,"UKRN07","Full-time","No","Year 2","3","Bsc","Yes","female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
644,"UKRN04","Full-time","No","Final Year","3","Psychology and Criminology ","No","Female ","UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
645,"UKRN07","Full-time","No","Final Year","3","Bsc psychology ","Yes","Female ","UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
646,"UKRN07","Full-time","Other (Please specify)","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
647,"UNI21","Full-time","No","Year 1","1","Clinical health psychology ","No","Female ","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
648,"UKRN02","Full-time","Yes","Year 1","4","BSc (Hons) Psychology","Yes","Female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
649,"UKRN01","Full-time","No","Year 1","2","Psychology ","No","Female","UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
650,"UNI07","Full-time","No","Year 2","3","Psychology","Yes","female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
651,"UKRN07","Full-time","Yes","Placement Year","3","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
652,"UNI19","Full-time","No","Year 1","3","Psyhcology","Yes","Female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
653,"UKRN04","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
654,"UKRN04","Full-time","No","Year 1","3","Education and psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
655,"UKRN04","Full-time","No","Final Year","4","Bsc psychology with year abroad","Yes","Femal","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
656,"UKRN04","Full-time","No","Year 1","3","education and psychology","Yes","female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
657,"UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
658,"UKRN04","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
659,"UKRN04","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
660,"UKRN04","Full-time","No","Year 1","4","Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
661,"UKRN04","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
662,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
663,"UKRN04","Full-time","No","Final Year","3","Criminology & Psychology","Yes","female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
664,"UKRN04","Full-time","No","Year 1","3","Psychology ","No","male","UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
665,"UKRN04","Full-time","No","Final Year","3","BSc (Hons) Criminology & Psychology","No","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
666,"UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,1,0,1,1,1,1,1,1,1,1,1,1
667,"UKRN04","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female ","UKRN",1,1,0,NA,0,1,1,1,1,0,1,1,1
668,"UKRN04","Full-time","No","Final Year","3","Psychology, BSc (Hons)","No","Female ","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
669,"UKRN04","Full-time","No","Year 1","3","Psychology BCs","Yes","Female ","UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
670,"UKRN04","Full-time","No","Year 1","3","BSc (Hons) Psychology","No","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
671,"UNI24","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
672,"UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Male","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
673,"UKRN04","Full-time","Yes","Year 1","3","Psychology","Yes","female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
674,"UKRN04","Full-time","No","Final Year","3","Criminology with Psychology","Yes","Female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
675,"UKRN07","Full-time","No","Final Year","4","Art and Psychology","No","Female","UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
676,"UKRN04","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
677,"UKRN07","Full-time","No","Year 1","3","BSc Psychology","Yes","Woman","UKRN",1,1,0,1,1,0,1,1,1,1,1,1,1
695,"UKRN04","Full-time","Other (Please specify)","Year 1","3","Psychology","No","female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
699,"UNI19","Full-time","No","Year 1","3","BSc Psychology ","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
700,"UKRN07","Full-time","No","Year 2","3","Mathematics and Psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
701,"UKRN04","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
702,"UKRN04","Full-time","No","Year 1","3","Psychology","No","Female ","UKRN",1,1,1,0,1,1,0,1,1,1,1,1,1
703,"UKRN04","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female ","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
704,"UNI21","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
705,"UNI68","Full-time","Yes","Year 2","4","Psychology with placement year BSc","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
707,"UNI20","Full-time","No","Final Year","3","BSc Psychology Hons","Yes","male","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
708,"UNI20","Full-time","Yes","Year 2","3","BSC Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
709,"UNI69","Full-time","No","Year 2","4","Bsc psychology with foundation year","No","Female","Non-UKRN",1,1,0,NA,0,0,1,1,1,0,1,1,1
710,"UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","No","Male","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
711,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
712,"UKRN08","Full-time","No","Final Year","3","BSc (Hong) Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
714,"UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
715,"UKRN08","Full-time","Yes","Year 2","3","Psychology","Yes","Male","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
716,"UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology ","Yes","female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
717,"UNI69","Full-time","No","Year 1","4","Psychology with foundation","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
718,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","F","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
719,"UKRN08","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
720,"UKRN08","Full-time","No","Year 2","3","Bsc (hons) Psychology with Criminology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
722,"UKRN08","Full-time","No","Final Year","3","Psychology with Criminology ","Yes","Female ","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
723,"UKRN08","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
724,"UKRN08","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
725,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
726,"UKRN08","Full-time","No","Year 2","3","BSc Hons Psychology ","Yes","Female","UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
727,"UKRN08","Full-time","Yes","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
728,"UKRN08","Full-time","No","Year 1","4","Psychology with Criminology (BSc) ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
729,"UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
730,"UKRN08","Full-time","No","Final Year","3","BSc psychology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
731,"UKRN08","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
732,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
733,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Male ","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
734,"UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","Yes","Fenale","UKRN",1,1,1,0,0,1,1,1,1,1,1,1,1
735,"UKRN08","Full-time","No","Year 1","3","Psychology with Criminology ","No","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
736,"UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
738,"UNI20","Full-time","Yes","Year 2","3","Psychology ","No","Female","Non-UKRN",1,0,NA,NA,1,0,0,1,0,0,1,1,1
740,"UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Male","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
742,"UNI01","Full-time","No","Year 2","3","psychology","Yes","female","Non-UKRN",1,1,1,0,0,0,0,1,1,1,1,1,1
743,"UKRN08","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
744,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,1,0,0,0,1,0,1,1,1,1,1,1
746,"UNI52","Full-time","No","Year 2","3","Childhood and Youth and Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
747,"UNI52","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
748,"UNI52","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
749,"UNI52","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,1,1,1,1,1,1,1,1,1
750,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
751,"UNI52","Full-time","No","Final Year","3","Mathematics and Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,1,1,1,1,0,0,1,1,1
752,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Male","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
753,"UNI52","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
754,"UNI52","Full-time","No","Year 1","3","Psychology health and wellbeing","No","Male","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
755,"UNI52","Full-time","No","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
756,"UNI52","Full-time","No","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
757,"UNI52","Full-time","No","Year 2","3","Childhood youth studies and psychology ","Yes","Female ","Non-UKRN",1,1,0,NA,0,0,1,1,1,0,1,1,1
758,"UNI52","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
759,"UKRN08","Full-time","Yes","Year 2","3","Psychology with Criminology","Yes","Female","UKRN",1,1,0,1,0,0,1,1,1,1,1,1,1
760,"UNI52","Full-time","No","Year 2","3","Psychology and Creative Writing ","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
761,"UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
762,"UNI52","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
763,"UNI52","Full-time","No","Year 2","3","Psychology","Yes","female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
764,"UKRN08","Full-time","Yes","Placement Year","4","BSc Biological Psychology","Yes","Female","UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
765,"UNI52","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
766,"UNI52","Full-time","No","Final Year","3","Psychology ","No","Female","Non-UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
767,"UNI52","Full-time","No","Year 1","3","Psychology Hons BSC","No","Female ","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
768,"UNI52","Full-time","No","Year 1","3","Psychology with English Language","Yes","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
769,"UNI52","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
770,"UNI52","Full-time","No","Year 2","3","Psychology BSc ","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
771,"UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology","Yes","male","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
772,"UNI52","Full-time","Other (Please specify)","Year 1","3","Bachelor Of Arts With Honours (Combined) - Accounting & Finance And Psychology","No","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
773,"UNI52","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
774,"UNI69","Full-time","No","Final Year","4","Psychology ","No","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
775,"UNI52","Full-time","No","Year 2","3","Psychology and Criminology","Yes","Non-Binary","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
776,"UNI52","Full-time","No","Final Year","3","Biology and Psychology","Yes","Female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
777,"UKRN08","Full-time","No","Year 2","3","Psychology (BSc)","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
778,"UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female","UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
779,"UNI52","Full-time","No","Final Year","3","Psychology ","No","Male","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
780,"UKRN08","Full-time","No","Year 1","3","BSC (Hons) Psychology","Yes","Female ","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
781,"UNI52","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
782,"UNI52","Full-time","No","Year 2","3","Bachelor Of Arts With Honours (Combined) - Criminology And Psychology","Yes","female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
784,"UKRN08","Full-time","No","Year 2","3","Psychology with Sociology ","No","Female ","UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
785,"UNI52","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
786,"UNI52","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
787,"UNI52","Full-time","No","Year 1","3","Sports Psychology","Yes","Male","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
788,"UNI69","Full-time","No","Final Year","3","PSYCHOLOGY ","No","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
789,"UNI52","Full-time","No","Year 1","3","Bachelor Of Arts With Honours (Combined) - Psychology And Special Educational Needs","No","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
790,"UNI01","Full-time","No","Year 2","3","psychology","Yes","female ","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
791,"UKRN08","Full-time","No","Year 2","3","Psychology with Criminology ","Yes","Female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
792,"UNI20","Full-time","Yes","Placement Year","3","Bsc Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
793,"UNI20","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,1,0,NA,1,1,1,1,1,0,1,1,1
795,"UNI52","Full-time","No","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
796,"UKRN08","Full-time","Yes","Year 1","4","Psychology Bsc with foundation year","No","Male","UKRN",1,1,1,NA,0,0,1,1,1,0,1,1,1
797,"UNI01","Full-time","No","Final Year","3","Psychology Bsc Single Hons","No","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
798,"UNI52","Full-time","No","Final Year","3","Psychology","No","Female","Non-UKRN",1,1,0,0,1,1,1,1,1,1,1,1,1
799,"UKRN08","Full-time","Yes","Year 2","3","Psychology BSc (Hons)","Yes","Female","UKRN",1,1,1,0,1,1,0,1,1,1,1,1,1
800,"UKRN08","Full-time","Yes","Year 2","4","Psychology with Criminology","No","Female","UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
801,"UNI52","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
802,"UNI68","Full-time","Yes","Placement Year","4","Psychology with a professional placement year ","Yes","Female ","Non-UKRN",1,1,1,0,0,0,0,1,1,1,1,1,1
803,"UNI68","Full-time","No","Year 1","3","Psychology with Business Management","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
804,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,1,0,0,0,0,1,1,1,1,1,1
805,"UNI68","Full-time","No","Year 2","3","Psychology with Clinical Approaches ","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
