"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1","Q5","Q6","Q26","Q14","Q9","Q9_3_TEXT","Q15","Q2nd.Year9","Q8","Q17","Q11","Q12","Q13","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q28_13","Q28_14","Q28_15","Q28_16","Q18.1_1","Q18.1_2","Q18.1_3","Q18.1_4","Q18.1_5","Q18.1_6","Q18.1_7","Q18.1_8","Q18.2_1","Q18.2_2","Q18.2_3","Q18.2_4","Q18.2_5","Q18.2_6","Q18.2_7","Q18.2_8","Q22","Q23","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q48","Q47"
"340","14/03/2022 08:27","14/03/2022 08:53","0","100","1556","1","14/03/2022 08:53","R_10SZnoLPM5dPX55","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","1","5","2","5","1","5","4","4","1","5","1","2","4","1","5","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","5","1","5","1","4","4","1","3","1","1","fair","1","1","1",""
"341","14/03/2022 08:32","14/03/2022 09:02","0","100","1771","1","14/03/2022 09:02","R_qEYaxOanEExeftf","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","5","1","3","4","5","2","4","3","5","1","5","3","2","5","1","1","1","","","","1","1","0","0","0","0","0","0","0","0","5","2","4","4","5","4","2","4","1","1","where results of many studies are being found difficult or impossible to reproduce/replicate.","2","2","1",""
"342","14/03/2022 09:39","14/03/2022 10:07","0","100","1641","1","14/03/2022 10:07","R_3Rft5B2kamw0voa","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","1","4","2","5","1","5","2","3","1","3","4","3","5","1","","","","","","","1","0","0","0","0","0","0","0","1","5","3","5","4","5","4","2","4","1","1","the results of many scientific experiments are difficult to reproduce ","2","1","1",""
"343","14/03/2022 11:38","14/03/2022 12:06","0","100","1660","1","14/03/2022 12:06","R_10pmXpgnEirNMIk","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","3","4","2","4","2","4","2","5","2","4","2","4","1","3","4","3","4","1","1","1","","","1","","","1","1","1","0","0","1","0","0","1","2","1","3","3","3","4","4","3","","","3","1","3",""
"344","14/03/2022 08:01","14/03/2022 12:57","0","100","17757","1","14/03/2022 12:57","R_9KN1qoSegoID2IV","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","2","4","2","4","2","5","3","4","2","5","1","5","1","1","4","1","1","1","1","","1","1","1","1","0","1","1","0","1","1","1","4","2","5","2","4","4","1","4","1","1","only significant studies published and these are often false positives. insignificant resulta sre not published","1","1","1",""
"345","14/03/2022 14:10","14/03/2022 15:07","0","100","3382","1","14/03/2022 15:07","R_2aWSmma0LCMuBRg","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","1","4","1","4","2","4","2","5","2","5","1","3","2","4","2","2","4","1","1","1","1","","1","1","1","1","1","1","1","0","1","1","1","2","3","4","2","4","4","2","4","1","2","The fact that the results of many experiments have failed to be replicated when researchers have attempted to replicate them.","1","1","1",""
"346","14/03/2022 13:44","14/03/2022 15:36","0","100","6722","1","14/03/2022 15:36","R_2s6cvp4rTfRo24u","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","4","2","4","2","4","3","4","1","5","1","3","2","2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","5","2","3","5","4","4","1","5","1","2","A 'crisis' whereby it is very difficult to reproduce past results. ","1","3","1",""
"347","14/03/2022 19:32","14/03/2022 19:44","0","100","735","1","14/03/2022 19:44","R_1pYdY3zIFnnxrbf","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","5","2","4","2","5","4","4","2","5","1","4","4","2","5","","","","","","","","1","0","0","0","0","0","0","0","0","2","4","2","4","5","4","2","4","2","","","2","2","1",""
"348","15/03/2022 04:49","15/03/2022 05:17","0","100","1688","1","15/03/2022 05:17","R_3NQZhDuLkRZvh0P","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","2","3","1","5","2","5","1","5","1","4","1","1","2","1","1","1","1","","1","","1","0","1","1","1","0","1","0","0","5","2","5","1","4","1","2","5","2","","","2","2","1",""
"349","15/03/2022 05:54","15/03/2022 06:23","0","100","1768","1","15/03/2022 06:23","R_3377IuLGOztKR50","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","5","2","4","3","4","3","4","2","4","1","3","4","1","5","","","","","","","","","0","0","0","0","0","0","0","0","3","4","3","5","5","4","3","4","2","","","2","1","3",""
"350","15/03/2022 05:58","15/03/2022 06:33","0","100","2093","1","15/03/2022 06:33","R_21B4sotbVgErpZg","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","1","5","1","5","2","1","4","5","1","5","1","3","3","3","5","1","","1","","","1","1","1","0","0","1","0","0","1","0","1","5","1","3","4","4","1","2","4","1","2","Not being able to accurately recreate an experiment so studies which we think are studying the same thing, are actually not.","3","3","1",""
"351","15/03/2022 09:48","15/03/2022 10:03","0","100","918","1","15/03/2022 10:03","R_Dwt0c4J5evMMIJX","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","3","3","3","4","4","3","4","2","4","3","2","1","3","3","1","3","","","","","","","1","1","0","0","0","0","0","0","0","0","3","2","3","4","4","3","3","4","2","","","2","2","3",""
"352","15/03/2022 11:11","15/03/2022 11:42","0","100","1879","1","15/03/2022 11:42","R_3mgac9UNTLmRLtH","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","1","5","1","4","2","5","1","4","2","4","2","5","5","4","3","1","","","1","","","1","1","1","0","0","1","0","0","1","1","5","1","5","2","4","4","2","4","1","1","it is the belief that a lot of results cant be replicated ","3","1","1",""
"353","15/03/2022 12:56","15/03/2022 13:19","0","100","1372","1","15/03/2022 13:19","R_30eO3PpFpD5HYnU","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","3","1","4","1","5","4","5","1","5","1","3","2","2","5","","","1","","","","","1","0","0","0","0","0","0","0","1","4","2","4","2","4","3","1","1","2","","","2","3","3",""
"354","16/03/2022 03:38","16/03/2022 03:44","0","100","323","1","16/03/2022 03:44","R_3jffWwbaTJsKoUO","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","1","4","3","4","4","3","4","3","4","3","4","4","3","4","5","4","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","3","2","4","4","3","3","2","3","1","3","i dont know but i think it is some copy","2","1","1","do some review"
"355","16/03/2022 03:16","16/03/2022 03:54","0","100","2261","1","16/03/2022 03:54","R_1IbzN6kewFYczxX","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","5","2","5","1","5","2","5","3","2","1","5","2","2","5","1","1","1","","","1","","1","0","0","0","0","0","1","0","0","1","2","5","4","4","5","2","5","1","2","Many results aren't the same when reproduced so might be wrong","1","1","1",""
"356","16/03/2022 03:54","16/03/2022 04:21","0","100","1639","1","16/03/2022 04:21","R_216vPZAjpSUhcTw","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","4","2","4","2","4","2","2","4","4","2","4","1","2","5","1","4","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","5","2","2","4","5","3","3","4","2","","","1","1","1",""
"357","16/03/2022 03:51","16/03/2022 04:31","0","100","2426","1","16/03/2022 04:31","R_1CHfdGMfnZhR2PM","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","1","5","1","5","1","5","5","5","1","4","1","5","2","3","3","1","1","1","1","","","1","1","1","1","0","0","0","0","0","0","5","2","5","1","2","4","2","4","1","1","A crisis in which many Psychological research results are hard to reproduce the significant effects found.","1","1","1",""
"358","16/03/2022 04:56","16/03/2022 05:27","0","100","1857","1","16/03/2022 05:27","R_5drzQKGVeoYgf3X","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","3","2","4","1","4","3","4","2","4","2","3","3","2","4","1","1","1","","","1","1","","0","0","0","0","0","0","0","0","4","2","3","4","4","2","2","4","1","1","Being unable to replicate psychological experiments due to insufficient details on how they were run, therefore making it difficult to check the reliability of results.","1","3","2",""
"359","15/03/2022 13:42","16/03/2022 07:09","0","100","62843","1","16/03/2022 07:09","R_2sbQ6HC4i8aMlOL","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","1","5","2","5","3","5","1","5","1","5","4","3","5","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","5","1","5","1","4","4","1","2","1","1","failure to replicate studies","1","1","1",""
"360","16/03/2022 07:28","16/03/2022 08:31","0","100","3816","1","16/03/2022 08:31","R_tGO8lfkWM39cDkJ","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","1","5","1","5","1","3","3","3","2","3","3","4","3","4","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","5","2","5","2","4","4","2","3","1","1","A lot of studies have failed to have their findings replicated ","3","1","1","No"
"361","16/03/2022 08:54","16/03/2022 09:28","0","100","2066","1","16/03/2022 09:28","R_bQ4a1jwZEuBSY8N","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","3","2","4","2","4","2","4","2","4","1","4","3","2","5","1","","1","","","","","1","0","0","0","0","0","0","0","0","2","3","4","4","4","4","2","4","2","","","1","2","1",""
"362","16/03/2022 09:13","16/03/2022 09:56","0","100","2604","1","16/03/2022 09:56","R_1NFEQfjVz8wPMn3","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","5","1","4","1","3","3","4","4","4","1","3","1","4","2","3","5","","","1","","","","1","1","0","0","0","0","0","0","0","0","4","2","4","4","4","5","2","5","2","","","3","3","3",""
"363","16/03/2022 11:01","16/03/2022 11:30","0","100","1734","1","16/03/2022 11:30","R_3L8fhWj6C2R6CRv","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","3","3","3","3","5","2","4","2","3","2","4","4","1","5","1","","1","","","1","1","","1","0","1","0","0","0","0","0","5","3","4","4","5","3","2","4","2","","","1","3","1",""
"364","16/03/2022 12:25","16/03/2022 13:16","0","100","3076","1","16/03/2022 13:16","R_1osPixQaMrDOLqX","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","1","5","2","5","1","3","3","5","2","5","1","4","1","4","1","3","3","1","1","1","1","","1","1","1","1","1","0","0","0","0","1","1","4","2","5","1","3","5","2","5","1","1","Lots of studies it came out that they could not be replicated. especially in social psychology","1","1","1",""
"365","16/03/2022 13:09","16/03/2022 13:31","0","100","1304","1","16/03/2022 13:31","R_rqEY1j8Fy5F5q9j","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","2","3","4","2","4","2","4","1","4","2","4","1","3","3","3","3","1","1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","5","1","4","3","4","2","2","4","2","","","3","3","1",""
"366","16/03/2022 13:37","16/03/2022 14:26","0","100","2907","1","16/03/2022 14:26","R_WcHAhD74UTt9Flf","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","4","2","5","1","2","4","5","2","4","2","4","1","4","2","2","4","1","1","1","","1","1","","1","1","0","1","0","0","1","0","0","5","1","5","4","5","2","2","4","1","1","It is the issue that psychology has got to the point where people are redoing experiments more than new work to check for that research's validity. This is stopping new research being done as it is a war of trying to get more evidence for one point than it is coming up with something new.","1","1","1",""
"367","16/03/2022 14:11","16/03/2022 14:28","0","100","1066","1","16/03/2022 14:28","R_2Epdx5VMY1eIWmf","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","5","3","4","5","5","3","5","4","4","5","4","5","5","5","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","4","2","2","3","3","4","3","1","1","not enough replication studies to draw inferences","1","1","3",""
"368","16/03/2022 14:39","16/03/2022 15:42","0","100","3764","1","16/03/2022 15:42","R_Z7ZfrfWhr7iriqR","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","2","5","1","5","1","5","1","3","2","4","4","3","3","","","","","","","","","0","0","0","0","0","0","0","0","5","3","5","4","3","5","3","5","2","","","2","3","1",""
"369","17/03/2022 03:54","17/03/2022 04:15","0","100","1217","1","17/03/2022 04:15","R_BrWUMq4Lel6SjgR","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","4","3","4","1","5","2","4","2","3","2","3","3","3","3","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","2","2","5","2","3","3","2","4","1","1","when scientific studies and their results cannot be fully replicated, thus could be invalid","1","3","1",""
"370","17/03/2022 05:53","17/03/2022 06:16","0","100","1381","1","17/03/2022 06:16","R_1KvhSIBVhyuCNep","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","3","1","5","2","5","1","4","1","5","1","5","1","1","5","1","","1","","","","","1","0","0","0","0","0","0","0","0","5","2","1","5","5","4","2","5","3","","","2","2","1",""
"371","17/03/2022 06:16","17/03/2022 07:18","0","100","3699","1","17/03/2022 07:18","R_1mvYp1qou8NyM47","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","5","1","5","5","5","1","5","4","5","3","5","1","5","5","4","5","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","5","1","5","1","4","5","1","5","1","1","an issue in science at the moment where no one can replicate others' findings.","2","2","1",""
"372","17/03/2022 07:15","17/03/2022 09:25","0","100","7789","1","17/03/2022 09:25","R_2rqMZIBg4c1NFJg","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","4","1","3","3","4","2","3","5","3","1","3","1","3","4","1","1","1","1","","1","1","1","1","1","0","1","0","1","1","1","4","2","3","1","4","3","2","4","1","1","where it is becoming more challenging to replicate and reproduce published studies results due to low transparency regarding research methods etc. ","1","1","1",""
"373","18/03/2022 02:58","18/03/2022 03:21","0","100","1349","1","18/03/2022 03:21","R_10u4XUacknQYqxE","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","5","2","4","2","5","1","4","2","4","1","4","2","3","4","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0","2","2","3","4","4","4","1","4","1","1","Repeating research to find the results you want","1","1","1","N/A"
"374","18/03/2022 04:21","18/03/2022 04:56","0","100","2043","1","18/03/2022 04:56","R_2z606yS7YvazEAX","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","2","4","2","4","1","4","2","4","5","1","4","4","4","3","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","5","4","4","4","4","4","2","2","","","2","3","1",""
"375","18/03/2022 11:07","18/03/2022 11:43","0","100","2155","1","18/03/2022 11:43","R_2wnK1NwY5Gn1fKZ","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","5","1","5","1","5","2","5","1","4","1","4","3","2","4","1","1","1","","","1","","1","0","0","1","0","0","0","0","1","5","1","5","4","3","3","4","5","3","","","1","1","1",""
"376","18/03/2022 11:22","18/03/2022 11:47","0","100","1528","1","18/03/2022 11:47","R_sO1QARvinTm5If7","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","4","1","4","3","5","2","5","1","4","1","3","1","2","4","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","4","1","4","1","4","4","1","3","1","1","Many psychology research initially deemed having a significant effect size cannot be replicated ","1","1","1","-"
"377","18/03/2022 13:21","18/03/2022 13:58","0","100","2201","1","18/03/2022 13:58","R_1Duo1lwY1nOeFJ8","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","2","3","3","4","1","4","3","4","2","4","2","2","4","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","4","4","5","4","2","3","2","3","1","1","data cant be reproduced and then is likely wrong","2","3","1",""
"378","18/03/2022 18:29","18/03/2022 19:09","0","100","2372","1","18/03/2022 19:09","R_2PvggRs1zGdT1up","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","3","2","4","1","4","1","4","2","5","1","4","1","4","1","1","4","1","1","1","1","","1","1","1","1","1","0","0","0","0","0","1","4","2","4","1","5","3","2","5","1","1","study's in academic aren't being replicated ","1","1","1",""
"379","19/03/2022 03:39","19/03/2022 04:09","0","100","1822","1","19/03/2022 04:09","R_5o62bm9QUvXv9Lj","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","1","5","2","4","2","4","4","5","2","5","2","4","3","4","2","3","4","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","4","2","5","1","3","4","2","3","3","","","1","1","1",""
"380","19/03/2022 06:24","19/03/2022 06:57","0","100","2029","1","19/03/2022 06:57","R_1lzB3PmnOVd5sYy","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","3","5","4","5","3","3","2","4","2","4","3","3","4","4","4","3","1","1","1","","","1","","1","0","0","0","0","0","0","0","0","2","4","4","3","3","2","4","2","3","","","1","2","1",""
"381","12/03/2022 07:56","12/03/2022 08:10","0","93","836","0","19/03/2022 09:10","R_3fZPgGCtICgv9aF","anonymous","EN","1","","UKRN06","","","","","","3rd Year","","","","","2","5","1","5","1","5","1","5","3","5","1","5","1","5","1","3","4","1","","1","1","1","1","1","1","0","0","0","0","0","0","1","0","5","1","5","1","3","4","1","5","1","1","A large scale review attempted to reproduce a large amount of studies and found the effects to be largely insignificant/smaller than reported","1","1","1",""
"382","12/03/2022 10:27","12/03/2022 11:30","0","36","3791","0","19/03/2022 12:30","R_1NeLLl06RTS2hNr","anonymous","EN","1","","UKRN06","","","","","","0","","","","","2","5","1","5","2","5","2","5","3","5","2","5","1","2","2","2","5","1","1","1","1","","","","1","0","0","0","0","0","0","0","0","5","2","2","5","5","4","1","4","2","","","3","1","1",""
"383","20/03/2022 11:53","20/03/2022 12:37","0","100","2609","1","20/03/2022 12:37","R_2EFzFAQBUlUFuWU","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","1","5","2","5","1","5","2","4","4","4","2","4","2","4","3","2","5","1","1","1","","","1","1","1","1","1","1","0","0","1","0","1","4","3","4","4","4","4","2","4","3","","","1","3","1",""
"384","21/03/2022 05:10","21/03/2022 05:43","0","100","1985","1","21/03/2022 05:43","R_1NyRnidRcqRsiMY","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","4","1","5","1","4","2","4","4","5","1","4","1","4","1","2","4","1","1","1","","","1","1","1","0","0","1","0","0","0","0","1","1","1","4","1","4","5","1","3","1","1","There are many studies which report significant results, that when the experiment is replicated by a neutral party , fail to produce the same results.","1","1","1",""
"385","21/03/2022 08:56","21/03/2022 09:17","0","100","1263","1","21/03/2022 09:17","R_2Y3yHBC8KSWwTOO","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","4","4","1","4","3","4","2","4","2","2","2","3","4","2","4","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","0","4","1","4","4","4","3","4","3","1","3","what could go wrong/ what s problematic when replicating studies","1","3","1",""
"386","21/03/2022 09:45","21/03/2022 10:24","0","100","2357","1","21/03/2022 10:24","R_3PaEhuzTVMEkUHr","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","5","2","4","2","3","3","4","2","4","2","4","2","3","3","2","4","1","1","1","1","1","1","1","1","0","0","0","1","1","0","1","0","4","2","2","4","4","3","2","2","2","","","1","1","1",""
"387","21/03/2022 11:14","21/03/2022 11:50","0","100","2160","1","21/03/2022 11:50","R_27rGKyAogq5Hts1","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","4","2","4","4","5","2","5","1","2","1","3","3","2","4","1","1","1","","","","","1","0","0","1","0","0","0","0","0","4","2","5","4","4","4","1","4","2","","","1","1","1",""
"388","14/03/2022 11:42","14/03/2022 12:12","0","99","1779","0","21/03/2022 12:12","R_3p9oz38nuyRQiLc","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","3","1","4","2","5","1","4","2","5","1","4","1","2","5","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","5","2","5","4","4","4","2","5","3","","","3","2","1",""
"389","21/03/2022 12:08","21/03/2022 12:27","0","100","1138","1","21/03/2022 12:27","R_12gtYUmZebS1i2o","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","4","2","4","2","5","3","4","2","3","2","5","2","3","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","5","2","5","5","2","3","2","4","1","1","research can't be replicated due to methodological errors","1","1","1",""
"390","21/03/2022 14:16","21/03/2022 14:49","0","100","2021","1","21/03/2022 14:49","R_OPcsEDg7fzCRhrb","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","1","3","1","3","2","5","1","5","2","4","1","3","3","2","5","1","1","1","","","","1","1","0","0","1","0","0","0","0","0","5","3","5","2","3","4","2","4","1","3","I'm not sure ","3","3","1",""
"391","21/03/2022 14:59","21/03/2022 15:38","0","100","2340","1","21/03/2022 15:38","R_6x0Qm4tzp9CAGsx","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","1","5","1","3","3","2","2","4","1","5","2","4","4","2","4","1","1","1","1","","","1","1","0","1","0","0","0","0","0","0","4","2","5","1","4","5","1","4","1","1","In psychology studies are rarely replicated out of fears that they will not be published due to lack of interest. Many past studies have been replicated and the results have been inconsistent, so replication is necessary to confirm conclusions. ","3","1","1",""
"392","21/03/2022 17:05","21/03/2022 17:28","0","100","1421","1","21/03/2022 17:28","R_QcPlU3TGg5V0F3z","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","3","2","4","2","4","2","4","2","4","1","3","2","2","4","","","1","","","1","","1","0","0","0","0","0","0","0","0","4","3","4","4","4","4","3","4","1","1","many studies are not replicated because it is seen as a waste of resources, yet it has been found that many well respected studies and their findings cannot be replicated which suggests that we are accepting a lot of information which should first be checked via replication to confirm that it is reliable","2","2","1",""
"393","21/03/2022 17:24","21/03/2022 17:37","0","100","759","1","21/03/2022 17:37","R_2topGIanHjPQhZV","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","2","4","4","4","2","4","4","4","3","3","3","3","2","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","3","4","4","3","4","1","4","2","1","1","it's basically trying to copy the study but using different methods to see if we get same results","3","3","3",""
"394","22/03/2022 04:33","22/03/2022 04:56","0","100","1430","1","22/03/2022 04:56","R_1IrUHJ1wLTH8c7K","anonymous","EN","1","","UKRN06","","","","","","3rd Year","","","","","2","4","2","2","1","4","3","3","4","3","1","4","1","3","1","4","4","1","1","1","1","","1","1","1","1","0","1","0","0","1","1","1","2","1","4","3","4","4","4","3","1","1","Where lots of research studies have attempted to be replicated and produce results which are non-significant contrasting the original study","1","1","1",""
"395","22/03/2022 04:42","22/03/2022 05:03","0","100","1273","1","22/03/2022 05:03","R_sTmwBLdZanmNTaN","anonymous","EN","1","","UKRN06","","","","","","3rd Year","","","","","2","2","2","3","2","2","2","4","2","4","2","1","1","1","1","1","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","5","2","2","4","4","2","2","2","1","1"," Belief that the results of scientific studies cannot be reproduced and are likely to be wrong.","1","2","1",""
"396","22/03/2022 04:31","22/03/2022 05:19","0","100","2839","1","22/03/2022 05:19","R_0cgr2DLhDIfHGed","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","1","5","1","3","3","2","4","4","1","4","2","3","2","2","5","1","1","1","1","","1","","1","0","0","1","0","0","1","0","0","4","2","4","2","4","3","2","3","1","1","That journals don't want to pay for replica studies especially if they have the same outcomes as the original because they don't add much to current knowledge.","1","1","1",""
"397","22/03/2022 06:33","22/03/2022 07:01","0","100","1722","1","22/03/2022 07:01","R_Q9qALRBXUw3Q717","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","4","5","2","4","3","2","3","2","2","4","3","4","4","3","5","1","1","1","1","","","1","1","1","0","0","1","0","0","1","1","5","2","2","1","5","4","2","4","1","1","difficulty to reproduce findings found from previous studies","3","1","1",""
"398","22/03/2022 07:54","22/03/2022 08:31","0","100","2239","1","22/03/2022 08:31","R_1jlUpIlHMmcdPjR","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","4","2","5","1","5","1","5","1","5","3","4","1","3","2","3","3","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","4","2","4","2","3","3","1","5","1","1","For results to be valid they need to be replicated and find the same results and many studies are being found to be un replicable","3","1","1",""
"399","22/03/2022 07:10","22/03/2022 08:52","0","100","6110","1","22/03/2022 08:52","R_1guqpR5bWtrXboI","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","4","2","4","2","3","3","5","2","5","4","4","2","4","3","2","4","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0","4","3","5","2","4","3","2","4","1","1","A panic because the results of lots of previous studies can't be found again ","3","1","1",""
"400","22/03/2022 09:04","22/03/2022 09:30","0","100","1590","1","22/03/2022 09:30","R_2uNXhyoVS4zFuec","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","5","1","4","1","3","3","3","3","4","2","3","2","4","1","4","3","1","1","1","","","","","1","0","0","0","0","0","0","0","0","5","2","4","2","3","4","2","4","3","","","3","3","1",""
"401","22/03/2022 09:06","22/03/2022 09:32","0","100","1562","1","22/03/2022 09:32","R_2v79ij5EKhckx0q","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","2","5","2","4","2","4","2","4","2","4","2","4","1","4","2","3","3","","","1","","","","1","1","0","0","1","0","0","0","0","0","4","2","4","4","3","4","2","4","2","","","2","2","1",""
"402","22/03/2022 10:28","22/03/2022 11:12","0","100","2631","1","22/03/2022 11:12","R_2aS4AfVru1kvQJf","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","2","5","1","5","2","5","1","5","1","4","4","3","4","2","5","1","1","1","1","","1","1","1","0","1","0","0","0","0","1","1","5","1","5","1","5","4","4","4","1","1","It is an ongoing methodological crisis as a lot of research results have been found difficult or even impossible to reproduce/replicate. Therefore, a lot of psychological results are questionable. ","1","1","1",""
"403","22/03/2022 10:57","22/03/2022 11:32","0","100","2155","1","22/03/2022 11:32","R_1Qlxbo1LXtFgMe0","anonymous","EN","1","","UKRN06","","","","","","1st Year","","","","","1","5","1","5","1","4","2","4","4","4","2","4","1","3","3","3","3","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","5","2","5","2","4","4","2","5","3","","","3","3","1","N/A"
"404","22/03/2022 11:13","22/03/2022 12:04","0","100","3041","1","22/03/2022 12:04","R_1LYSS5FflNmBMrC","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","1","5","1","4","2","5","1","5","2","4","2","4","2","3","4","1","1","1","1","","1","1","1","1","1","1","0","0","1","1","1","4","1","5","2","2","4","1","4","1","1","There is a lot of research which is original but not much which replicated and confirms that original research. We should therefore aim to replicate more studies in order to test the reliability of their findings.","1","1","1",""
"405","22/03/2022 12:36","22/03/2022 13:17","0","100","2457","1","22/03/2022 13:17","R_1CvU9LO7KI8KCDx","anonymous","EN","1","","UKRN06","","","","","","2nd Year","","","","","2","5","2","5","2","3","3","4","2","2","4","4","1","4","1","1","5","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","4","4","5","2","5","2","2","3","1","1","results of studies are difficult to replicate/reproduce ","1","1","1",""
